,Soil_Type,Soil_Nutrient_Levels,Organic_Matter_Content,Cover_Cropping,Soil_Erosion_Prevention,Crop_Type,Crop_Rotation_Practice,Soil_Health_Index
2546,Loamy,1.0147938140120472,1.9360211486414793,No,Contour Plowing,Maize,Yes,7.963027942285448
2547,Sandy,4.3877346626862455,1.3375517915799482,No,Windbreaks,Rice,Yes,3.117679855986819
2548,Loamy,6.136853328631661,2.036861335087946,No,Windbreaks,Maize,Yes,2.3652140416235286
2549,Loamy,5.3083437216897025,1.0757105620458538,No,Terracing,Wheat,Yes,4.50337116683593
2550,Loamy,8.758685283189372,1.1435710047557297,No,Contour Plowing,Wheat,Yes,8.949415124915962
2551,Sandy,1.9486475736055024,4.659431223683038,No,Contour Plowing,Maize,No,1.8228256674670285
2552,Clayey,5.98441096570353,2.408066330007513,Yes,Terracing,Maize,No,5.886226093099152
2553,Clayey,5.616814148388167,2.6432360040387226,Yes,Contour Plowing,Rice,No,1.799267314627377
2554,Sandy,3.532536839549467,1.0734866181524176,No,Terracing,Maize,Yes,5.23190909047815
2555,Loamy,8.400053013193094,2.0820871206873863,No,Windbreaks,Wheat,Yes,2.1411236094488406
2556,Sandy,7.775637902939857,4.218903934965724,Yes,Windbreaks,Rice,Yes,1.723032414994283
2557,Sandy,7.595732685986479,3.4619638386668767,Yes,Contour Plowing,Maize,Yes,2.717643997572263
2558,Sandy,8.885732304426003,4.015122404345661,No,Windbreaks,Maize,Yes,3.2973041743188958
2559,Loamy,7.505061405593691,2.7888549631751403,No,Windbreaks,Rice,No,3.4863884121828232
2560,Sandy,3.086571625432538,2.23891688700532,No,Terracing,Maize,No,6.807411525225995
2561,Loamy,7.3500644048472195,2.9312403733134813,No,Terracing,Wheat,No,1.4948368806059313
2562,Sandy,3.7693253205085946,2.2922842736230047,No,Contour Plowing,Rice,Yes,1.7272815391482772
2563,Clayey,3.179571853127235,4.355884386696272,No,Terracing,Maize,No,2.698355453313404
2564,Sandy,1.657032336096646,2.190694862371383,Yes,Contour Plowing,Wheat,No,8.848567622632798
2565,Sandy,7.69625722312909,3.639054561812335,No,Contour Plowing,Maize,No,6.657444334569095
2566,Clayey,7.3990086575483005,1.5479288892381113,No,Terracing,Rice,No,7.5733269326916
2567,Loamy,3.1104952990668435,3.7474659749396397,Yes,Windbreaks,Maize,Yes,4.333259400018933
2568,Loamy,7.744411150517403,4.6531988464001355,Yes,Windbreaks,Maize,Yes,2.918983141630008
2569,Sandy,9.260567947841977,3.4343326185596332,Yes,Windbreaks,Maize,No,1.3416522486662152
2570,Clayey,1.9722606174242134,3.239421520137909,Yes,Windbreaks,Wheat,No,5.39682057974703
2571,Loamy,3.0937297454809745,4.844473072086561,No,Contour Plowing,Wheat,No,6.168528678045816
2572,Sandy,7.75234714678584,3.5095862212633855,Yes,Windbreaks,Maize,No,9.073025149399406
2573,Clayey,3.4705600615637042,2.0382017330923303,Yes,Contour Plowing,Maize,No,8.938836808740945
2574,Loamy,6.621975768553451,2.1695640953909616,No,Terracing,Rice,No,4.822166426250295
2575,Loamy,1.7304780201734307,3.821226570143709,Yes,Terracing,Maize,No,4.812201361031159
2576,Clayey,5.069822311931849,3.941746375568745,Yes,Contour Plowing,Rice,No,2.4501060704425033
2577,Clayey,7.651822797936577,2.2139849271560608,No,Windbreaks,Wheat,No,3.3170408905833177
2578,Clayey,7.178625487389272,2.381375911705321,No,Contour Plowing,Maize,Yes,9.330972186888022
2579,Clayey,8.335648906082262,4.964226034956348,No,Windbreaks,Rice,No,2.2693240984168193
2580,Sandy,8.89706913942852,1.4078101983211098,No,Windbreaks,Wheat,Yes,9.718295920692864
2581,Clayey,7.958651511328824,2.6185801137603972,No,Contour Plowing,Rice,Yes,5.542646951936768
2582,Loamy,7.044289686450334,1.2497901247900298,No,Contour Plowing,Wheat,No,5.10946097290148
2583,Loamy,1.2855024263442805,4.2843134479929645,No,Windbreaks,Maize,No,2.5717454261771904
2584,Sandy,5.814700060684997,1.369383355781729,Yes,Contour Plowing,Rice,Yes,6.953871254342327
2585,Loamy,1.339279524233675,3.6960294258508446,Yes,Windbreaks,Maize,Yes,5.138609665260231
2586,Loamy,8.272610354044204,1.2259336960139282,No,Contour Plowing,Rice,No,4.335967611218991
2587,Clayey,3.886520720139618,3.6914201512387645,Yes,Terracing,Wheat,Yes,3.3806459672676277
2588,Loamy,6.061864367061288,4.372147787710813,No,Windbreaks,Rice,No,1.5983812271338478
2589,Sandy,3.5150077658701235,2.5952861076962295,Yes,Terracing,Rice,No,5.673953048959862
2590,Clayey,8.042501299422643,3.0885059737287075,No,Contour Plowing,Maize,Yes,3.816174997527731
2591,Clayey,8.978522739777123,2.60616695202113,Yes,Terracing,Maize,No,7.370786827024949
2592,Sandy,4.587782447917576,2.2019550345305556,No,Contour Plowing,Maize,Yes,7.5117012107423715
2593,Clayey,8.766301541598901,4.213053602508513,Yes,Windbreaks,Wheat,No,3.9889631038401676
2594,Clayey,3.4036750671069917,2.0880102949239587,No,Contour Plowing,Maize,No,7.022086152100848
2595,Sandy,5.811948307679715,3.891773697557788,Yes,Contour Plowing,Rice,Yes,3.3280771625154486
2596,Clayey,8.728852868548335,1.824788317020809,Yes,Windbreaks,Wheat,Yes,7.544563536179377
2597,Sandy,3.9329320835421133,1.9994151843133183,No,Contour Plowing,Maize,No,1.144694309906998
2598,Sandy,9.586380385702771,2.345844650308849,Yes,Windbreaks,Rice,No,2.3644789028678153
2599,Loamy,2.0969155160324524,3.356625509575153,Yes,Contour Plowing,Rice,Yes,3.205077957166926
2600,Loamy,1.164475627511556,2.8176892766381645,Yes,Windbreaks,Wheat,No,7.956419382878558
2601,Clayey,9.137218173203715,3.9805792393112815,Yes,Terracing,Rice,Yes,1.5973862777596768
2602,Clayey,1.6178379953308502,1.8542692013447692,Yes,Contour Plowing,Maize,Yes,2.6925142934397783
2603,Sandy,9.927002763527426,1.0426891513953365,No,Contour Plowing,Rice,Yes,4.227616949546746
2604,Clayey,9.562571757811956,4.106229887140881,No,Contour Plowing,Maize,No,1.082574947376198
2605,Sandy,2.233188190326886,4.286597335520289,Yes,Windbreaks,Maize,Yes,7.859088778369677
2606,Sandy,5.838261631233093,1.2379206524335582,No,Contour Plowing,Wheat,No,6.040946347049211
2607,Clayey,2.664282677204299,3.443630088633586,Yes,Windbreaks,Rice,Yes,9.106114483180155
2608,Sandy,4.853396557271079,2.5128271354923117,No,Contour Plowing,Wheat,No,1.279279292904509
2609,Loamy,1.552826163338494,4.1755826207780675,Yes,Terracing,Wheat,No,3.4425161538968823
2610,Clayey,3.0153212901693056,4.497658216785914,Yes,Contour Plowing,Wheat,Yes,7.581264916930319
2611,Loamy,4.269455167590095,4.404015067188997,Yes,Terracing,Maize,Yes,7.07634477504077
2612,Clayey,4.947827502214493,4.108816989403408,Yes,Windbreaks,Maize,Yes,3.187516965442371
2613,Sandy,9.79746632388004,2.076208914968652,No,Terracing,Maize,No,6.3611896147125595
2614,Clayey,8.27079081115583,4.247558574273267,No,Contour Plowing,Maize,No,8.143818877969784
2615,Loamy,7.636689498807516,3.133913903625171,No,Contour Plowing,Rice,No,1.3004263300115326
2616,Sandy,5.833371832677768,1.2110264593283633,Yes,Windbreaks,Rice,Yes,7.458655571824734
2617,Clayey,8.559979845439091,2.827755399592996,No,Contour Plowing,Maize,Yes,3.26887358602578
2618,Clayey,4.0539055209014,4.768631668119973,No,Contour Plowing,Maize,Yes,9.53066159680719
2619,Clayey,7.380092014959844,4.551437398942211,Yes,Windbreaks,Rice,Yes,5.843981992249975
2620,Loamy,9.944055778403548,1.4090571239884642,Yes,Windbreaks,Wheat,Yes,1.3004756436815301
2621,Loamy,3.8316601804167894,3.976506742857481,Yes,Terracing,Wheat,No,4.630875569042997
2622,Clayey,7.066157813955706,4.223171463832939,No,Windbreaks,Maize,Yes,9.69680672397537
2623,Sandy,8.598833777371443,2.085552752947059,No,Contour Plowing,Wheat,No,7.573356939197922
2624,Sandy,9.24226825015605,2.886434282964369,Yes,Windbreaks,Maize,Yes,3.7043110331781595
2625,Loamy,7.461394218460916,3.8439517658547318,No,Contour Plowing,Maize,Yes,6.177405648824796
2626,Sandy,3.5524713107542265,2.7561659552845916,Yes,Terracing,Maize,Yes,6.391912200576366
2627,Loamy,3.9365393641205184,1.4511876754663078,No,Windbreaks,Rice,Yes,1.210133447048892
2628,Clayey,1.1868222891156779,3.8235297787268863,Yes,Contour Plowing,Wheat,Yes,2.609500251242998
2629,Loamy,7.847973799043587,4.646554758941214,No,Windbreaks,Rice,No,5.965992444810051
2630,Loamy,1.3846564545575624,3.6099389136246303,No,Windbreaks,Wheat,Yes,4.624773026416201
2631,Clayey,8.781871191424711,4.095202994276136,No,Windbreaks,Rice,No,2.710340330681447
2632,Sandy,2.0679455302708494,2.433450142631314,Yes,Windbreaks,Rice,No,7.954018613777529
2633,Loamy,2.546888609223318,1.7327929805065394,Yes,Terracing,Maize,No,5.400953926108864
2634,Loamy,5.2887382374901355,3.57109464647317,Yes,Contour Plowing,Maize,No,3.7897582813016424
2635,Clayey,7.6409237365186815,2.3110848233648755,No,Windbreaks,Rice,Yes,2.4550961177417134
2636,Sandy,2.2510198467916993,4.440294075959171,Yes,Contour Plowing,Wheat,Yes,6.500470265124678
2637,Loamy,4.960639675598486,1.4905121999120263,No,Terracing,Wheat,Yes,6.996351723952338
2638,Clayey,5.345661469690943,2.733854798932495,Yes,Contour Plowing,Maize,Yes,7.026374949193857
2639,Loamy,2.9105707750173218,2.5869104018735434,Yes,Contour Plowing,Maize,Yes,2.982586242598325
2640,Clayey,2.0400253901256855,4.752215414215719,No,Terracing,Wheat,No,6.3580456650011685
2641,Sandy,8.527788306870756,1.6125392024176155,No,Windbreaks,Wheat,Yes,9.148658183725846
2642,Sandy,5.52219084786489,1.0393873000480438,Yes,Contour Plowing,Wheat,Yes,4.178688406866888
2643,Sandy,1.1294311238573767,1.9523408512284703,Yes,Contour Plowing,Maize,No,2.896902393776597
2644,Sandy,8.226831711781934,4.281107439074618,No,Windbreaks,Wheat,Yes,7.949345644186858
2645,Loamy,9.827144248731264,1.8372872641880682,No,Windbreaks,Maize,Yes,2.5919464614350627
2646,Loamy,6.453335758728226,1.9635122548219308,Yes,Contour Plowing,Rice,No,3.2837384835540275
2647,Sandy,5.533375483756637,1.5195952181472432,No,Terracing,Rice,Yes,1.9057995488076624
2648,Sandy,8.905742767404655,3.861744813106162,Yes,Windbreaks,Rice,No,3.4108688446720237
2649,Sandy,9.572651107161388,1.2766967620216687,Yes,Windbreaks,Wheat,No,4.693015595934805
2650,Loamy,7.790832243122145,2.3248332093140864,Yes,Terracing,Maize,Yes,1.57742075748692
2651,Sandy,5.009076367608591,2.129994906483858,No,Contour Plowing,Wheat,No,8.845380198075706
2652,Sandy,6.329992593982964,3.2206389191606193,Yes,Windbreaks,Maize,Yes,5.623073129950171
2653,Sandy,7.308418285161993,3.9216650600789422,Yes,Contour Plowing,Wheat,Yes,6.292932686996774
2654,Clayey,2.7484621390162127,3.1315057387869896,No,Contour Plowing,Rice,Yes,4.34157180790109
2655,Sandy,5.024809289947942,4.72410397190027,No,Contour Plowing,Maize,No,7.0285170659852065
2656,Clayey,8.468391382455565,4.805770555549328,No,Terracing,Wheat,No,4.886035622659277
2657,Clayey,6.892528136485987,2.4458613139940617,Yes,Contour Plowing,Maize,No,7.8518239708532045
2658,Sandy,4.700836604906687,4.110721505099571,No,Contour Plowing,Maize,No,8.392619291638665
2659,Clayey,6.970262806132133,3.9552055330727587,No,Windbreaks,Wheat,No,7.046642006978705
2660,Sandy,2.064001708652139,4.57185836681931,Yes,Windbreaks,Wheat,No,5.422020572568075
2661,Loamy,4.613478495083887,2.791774560830813,Yes,Terracing,Maize,No,8.040424155420048
2662,Loamy,8.138156841667508,3.121892748791169,Yes,Terracing,Maize,No,5.448567802643642
2663,Loamy,2.984579084229832,2.663097254326296,Yes,Windbreaks,Rice,No,2.003589139326119
2664,Loamy,2.6736535680167592,4.401507677198822,No,Windbreaks,Maize,No,2.0470620091969556
2665,Clayey,9.557367939247882,1.9188092614485375,Yes,Terracing,Rice,No,9.53724825669701
2666,Sandy,2.8890786662760766,1.9588363129697788,No,Contour Plowing,Rice,Yes,2.922067076120885
2667,Sandy,3.3482672168515126,2.490420414308319,Yes,Terracing,Rice,No,8.343324919197787
2668,Sandy,9.726543450139042,1.9213713284094047,Yes,Contour Plowing,Maize,Yes,3.2203486654752567
2669,Loamy,7.612377132385231,3.244027345659683,No,Windbreaks,Rice,Yes,4.877020844711348
2670,Loamy,7.296368797211754,1.5379604259820092,No,Windbreaks,Maize,Yes,6.894533008883297
2671,Sandy,8.676337454691232,2.2807448776162214,No,Windbreaks,Maize,Yes,2.429804556063137
2672,Loamy,2.0424077401311482,4.65377879390236,Yes,Contour Plowing,Wheat,No,7.635218395274897
2673,Sandy,7.353606129220065,2.6369019207671838,Yes,Terracing,Maize,Yes,7.209216753008844
2674,Sandy,5.53319748395415,3.992934865974037,No,Contour Plowing,Maize,Yes,5.8877460019520464
2675,Sandy,8.462355762557259,1.453848766826296,No,Terracing,Rice,Yes,6.093007804381892
2676,Sandy,5.573275467986749,1.9902580325671386,Yes,Terracing,Maize,No,1.9519461416943136
2677,Sandy,6.582172188420209,4.229382484801475,No,Terracing,Maize,Yes,4.9235423539161
2678,Sandy,5.299679137595824,4.0519717451587765,No,Windbreaks,Wheat,Yes,1.7791425582186213
2679,Sandy,5.303430312002597,2.5446236743752846,Yes,Terracing,Wheat,No,3.7707696193015954
2680,Loamy,7.911729802556484,4.817587608133897,No,Windbreaks,Rice,No,9.102809269815701
2681,Sandy,6.657097605825549,4.642572063338182,Yes,Terracing,Rice,No,6.170800604993128
2682,Sandy,6.699368814484694,4.849202996448959,Yes,Terracing,Wheat,No,7.6843309433741345
2683,Loamy,5.052542354483732,2.7116587607511415,Yes,Windbreaks,Wheat,No,6.164972806383031
2684,Loamy,5.779985467037748,1.789894334742732,No,Windbreaks,Maize,No,2.7481308220598417
2685,Loamy,7.711458995843086,3.506634556365364,No,Contour Plowing,Rice,No,6.353274842019023
2686,Sandy,8.433468272007264,3.739092633116794,No,Terracing,Rice,No,7.798492695749724
2687,Clayey,7.269052619296415,1.50176713780208,No,Windbreaks,Maize,No,2.2456450258032477
2688,Clayey,9.316656899611148,4.145932137183624,Yes,Contour Plowing,Maize,Yes,8.352160390851264
2689,Loamy,8.382916793324808,1.072240879039842,Yes,Contour Plowing,Rice,No,5.998529610804662
2690,Clayey,6.056774108285666,2.9309135499071335,No,Windbreaks,Wheat,Yes,1.0384768195190317
2691,Loamy,7.042654653793631,2.3240650379795795,No,Terracing,Wheat,Yes,5.678006377041792
2692,Sandy,9.336774492290765,3.9612122395963363,No,Contour Plowing,Maize,No,4.561043429231466
2693,Clayey,6.572512398187525,2.2510429096872637,No,Terracing,Rice,No,3.668018601609888
2694,Sandy,8.423262531818477,4.307228451124131,Yes,Terracing,Maize,No,7.941314979260877
2695,Clayey,7.199294532309883,3.3798139551232422,No,Contour Plowing,Wheat,No,9.095498952929658
2696,Sandy,5.9674272495441985,4.175573447048288,Yes,Windbreaks,Wheat,Yes,7.863877804105992
2697,Clayey,3.176543758738178,4.957362551358495,No,Terracing,Maize,Yes,8.62095323431786
2698,Sandy,4.833977675215853,3.7166333829742273,No,Windbreaks,Wheat,No,9.179028488900558
2699,Sandy,9.70968542350344,4.939801265446576,No,Contour Plowing,Rice,Yes,9.2136638023883
2700,Clayey,6.9198884494534,1.1153453076868214,Yes,Terracing,Maize,No,2.031743286970817
2701,Sandy,6.079558423050907,2.3525599539352338,No,Windbreaks,Maize,Yes,5.107469399984453
2702,Sandy,9.396609629754046,1.4314130582492366,Yes,Windbreaks,Maize,Yes,1.0025782695361927
2703,Sandy,6.2786060293370385,2.049219725537758,Yes,Terracing,Wheat,No,5.5581632623330535
2704,Clayey,5.7347426657566265,4.355551596503098,No,Windbreaks,Rice,No,9.318195409094118
2705,Clayey,7.833797696351847,1.1292930613043612,Yes,Windbreaks,Maize,Yes,2.7919206135835606
2706,Sandy,7.4139905708789,3.080731742929575,Yes,Contour Plowing,Maize,No,6.7580796588992165
2707,Sandy,2.7384400756758946,3.268514830129492,Yes,Contour Plowing,Wheat,Yes,6.799411417761043
2708,Clayey,5.241774471167091,3.2446045866878244,No,Windbreaks,Rice,No,2.4431858621899565
2709,Clayey,5.252638985376267,2.901188295293023,Yes,Windbreaks,Maize,No,3.146746953857143
2710,Sandy,4.4040206371901025,4.162411859079022,Yes,Terracing,Wheat,No,5.158196055642169
2711,Sandy,5.655641339370278,1.5341723580222046,No,Contour Plowing,Maize,No,2.693884388089109
2712,Sandy,4.7179665795442975,2.2423080622031493,No,Terracing,Wheat,No,6.264945806720582
2713,Loamy,2.7941094052406483,3.462904213780691,Yes,Windbreaks,Rice,No,5.360875579200421
2714,Clayey,4.71129838547213,3.7638054650718233,Yes,Terracing,Wheat,No,5.672783606611358
2715,Loamy,1.6504925281585894,2.616593727108225,Yes,Windbreaks,Maize,Yes,2.2102079753849972
2716,Clayey,6.182072764969704,4.501485053308933,Yes,Contour Plowing,Maize,No,5.655266428947791
2717,Clayey,8.682890940470006,2.6619735867836574,No,Contour Plowing,Wheat,Yes,1.4453037194872538
2718,Clayey,7.527583759190997,2.6111045373933326,No,Windbreaks,Rice,No,8.933817682105134
2719,Clayey,4.243546360487001,1.1448290459495398,Yes,Contour Plowing,Rice,Yes,4.089247217250332
2720,Clayey,1.7836408501957737,3.2045653447789353,No,Windbreaks,Maize,No,8.707035923521367
2721,Clayey,2.819344593027437,3.8347233540476204,Yes,Terracing,Maize,No,7.314907318703595
2722,Clayey,5.909413064453521,1.4577526540673924,No,Windbreaks,Wheat,Yes,7.895553303674629
2723,Loamy,2.8635137504472956,2.2217310643514834,No,Terracing,Wheat,No,3.830900450850305
2724,Sandy,5.895758001564707,4.125027815131409,Yes,Windbreaks,Wheat,No,3.0496954585064966
2725,Sandy,3.0843912228750905,2.4636777416543016,Yes,Contour Plowing,Rice,No,4.660664984570033
2726,Loamy,8.640314825284655,1.9664098481601595,Yes,Windbreaks,Rice,No,1.218032761715194
2727,Loamy,4.575443255564137,3.688802654260449,Yes,Windbreaks,Maize,No,9.268801091815146
2728,Loamy,3.2099556335004196,1.7870351106866225,No,Windbreaks,Maize,Yes,4.483128393695121
2729,Loamy,8.310935622223553,4.582611678332707,No,Contour Plowing,Maize,No,9.897009443592085
2730,Clayey,4.085550683249057,1.4223935841045638,Yes,Windbreaks,Wheat,Yes,7.8530447872667155
2731,Sandy,2.0033891905490373,3.8261992091313077,No,Contour Plowing,Rice,Yes,1.7246350881937942
2732,Clayey,6.133685422632775,2.9981948051455007,No,Windbreaks,Maize,Yes,6.941694500583184
2733,Sandy,6.234077839941898,4.479718249587974,Yes,Terracing,Maize,Yes,3.4375524835415963
2734,Sandy,7.432261077121607,1.5047803641049464,Yes,Windbreaks,Maize,Yes,3.193467810232421
2735,Loamy,3.16197489887547,3.7115796739843514,No,Terracing,Maize,Yes,3.3090640291289155
2736,Clayey,4.993942051830206,3.2882185567255258,Yes,Contour Plowing,Maize,Yes,9.244675438235353
2737,Loamy,3.541311271383906,2.9203605689601857,Yes,Contour Plowing,Maize,Yes,5.499821584642374
2738,Clayey,1.728583625041193,2.9656290537306735,No,Windbreaks,Rice,No,7.025238089304453
2739,Sandy,8.889524443143024,3.887907847194123,No,Contour Plowing,Maize,Yes,3.5285304321973063
2740,Loamy,7.5598282403950705,4.750966619739288,Yes,Windbreaks,Rice,No,5.706590096666064
2741,Loamy,3.713167535129206,1.3650066364761924,No,Contour Plowing,Wheat,Yes,4.150901243900709
2742,Sandy,6.394356935847877,1.078010590442081,Yes,Terracing,Rice,Yes,3.8902513635676064
2743,Sandy,2.811374093210252,4.222819169924814,Yes,Contour Plowing,Wheat,No,3.22271963173191
2744,Sandy,9.012129596161937,1.4326775502030373,No,Terracing,Rice,Yes,4.681062086440605
2745,Loamy,2.034157090257193,4.946787184321695,No,Windbreaks,Rice,No,6.940270995670207
2746,Clayey,1.034534309570208,3.477392995835349,Yes,Windbreaks,Maize,Yes,2.998393984603981
2747,Loamy,5.51807377965264,3.603465581016563,Yes,Windbreaks,Rice,No,9.688995881896151
2748,Clayey,6.248150411075824,1.7955668117520696,Yes,Terracing,Rice,No,2.121505088173
2749,Loamy,6.210687882662239,1.9612492411866977,No,Windbreaks,Maize,Yes,5.321864869492927
2750,Loamy,1.4906073469404366,3.6374012123970005,Yes,Windbreaks,Wheat,Yes,1.7652539471981448
2751,Sandy,3.826394262265892,4.638907351736788,No,Terracing,Maize,Yes,1.2039878896210898
2752,Clayey,5.492790521571987,4.9295622180702665,Yes,Contour Plowing,Maize,Yes,9.30409587728527
2753,Loamy,2.949212670645168,1.7921237865243747,No,Windbreaks,Maize,No,8.293463145555707
2754,Loamy,8.853632969373066,1.5364784908391607,Yes,Contour Plowing,Wheat,No,7.247398358130025
2755,Sandy,1.7839836051529063,1.2256054310431619,No,Contour Plowing,Rice,No,8.786717318349503
2756,Sandy,5.3864599750483855,4.4731880726453115,Yes,Windbreaks,Rice,No,8.225635806727556
2757,Clayey,7.222744517618368,2.178859387425875,Yes,Windbreaks,Maize,No,6.82513948887753
2758,Loamy,3.355759901210342,1.0072481354770066,Yes,Terracing,Maize,No,8.626080931915322
2759,Clayey,6.618166632977664,1.8952723442257153,Yes,Terracing,Rice,No,4.517204981140948
2760,Loamy,8.46446635128137,2.3617643203976737,No,Windbreaks,Rice,Yes,5.974766499116135
2761,Clayey,2.713032775855428,4.963944677986741,No,Contour Plowing,Rice,Yes,7.986795876807811
2762,Sandy,9.254985326423766,3.0941663754283266,No,Terracing,Wheat,Yes,1.7631821462171198
2763,Loamy,5.9820267939612215,1.8188557903804052,No,Terracing,Wheat,Yes,8.727809204462355
2764,Clayey,3.6930880387095453,2.3392733788538043,No,Windbreaks,Maize,Yes,2.4114741012694454
2765,Sandy,4.877724478440436,2.321230750227514,Yes,Windbreaks,Wheat,Yes,8.780871276077853
2766,Sandy,3.8097269540774916,1.078902985852702,No,Windbreaks,Maize,Yes,3.801995844696343
2767,Clayey,7.526000439399845,1.5407322166857202,No,Windbreaks,Rice,Yes,3.941045613722966
2768,Loamy,8.166705970736189,3.780785838812845,No,Terracing,Rice,No,1.6655382088273114
2769,Loamy,8.49643653086795,1.4810039462829385,No,Terracing,Maize,Yes,8.973096615061745
2770,Sandy,9.87191424627167,1.9229371064244751,Yes,Terracing,Rice,Yes,2.570593621517826
2771,Loamy,8.121558632470151,2.402949193617235,Yes,Contour Plowing,Maize,Yes,6.670449118333138
2772,Loamy,6.412456636197071,4.030939778009175,Yes,Terracing,Maize,No,6.795708393281701
2773,Loamy,4.052982685526054,3.329603859471759,Yes,Terracing,Maize,Yes,3.530363530731813
2774,Sandy,5.901359038396745,3.755999939954273,No,Windbreaks,Wheat,No,9.870948617111239
2775,Clayey,1.3696135551136488,3.268049301680689,No,Terracing,Maize,No,1.5774959629997642
2776,Loamy,7.703425679769218,3.734369700887476,Yes,Terracing,Maize,Yes,6.470848098923665
2777,Sandy,5.013599905828916,1.0113686146558898,Yes,Terracing,Maize,No,5.315895347114702
2778,Sandy,1.1802090675896886,4.723592577485718,No,Windbreaks,Wheat,Yes,3.2093569643254716
2779,Clayey,1.5625624735936974,1.443680923499226,No,Terracing,Rice,Yes,2.471965401906518
2780,Loamy,4.48719817439581,2.6249963839076194,Yes,Terracing,Wheat,Yes,7.633759223430878
2781,Loamy,6.2507936711659156,4.084153480979419,Yes,Contour Plowing,Maize,No,9.246833870330677
2782,Clayey,5.1778355405691405,2.7409228720376957,Yes,Contour Plowing,Wheat,Yes,1.9679163575925016
2783,Clayey,6.572838855629394,4.787370206670063,Yes,Contour Plowing,Rice,Yes,2.745821908954049
2784,Sandy,5.322648329122202,2.870355793995067,No,Contour Plowing,Rice,Yes,9.876427725660088
2785,Sandy,6.95533460933212,4.499757622410685,No,Windbreaks,Maize,No,1.1352040681408715
2786,Clayey,2.972134582037208,4.243312453449084,No,Contour Plowing,Rice,No,5.574267726876309
2787,Loamy,2.0155886846525926,4.923945211194733,Yes,Terracing,Wheat,No,5.645015650736329
2788,Sandy,6.367905591630939,4.706191123003902,No,Contour Plowing,Wheat,No,3.3684537263119645
2789,Sandy,5.362205652426767,4.592495338851515,No,Windbreaks,Rice,Yes,6.967259923992947
2790,Loamy,1.2418088864044177,3.9264173620778733,Yes,Contour Plowing,Maize,Yes,9.504468157843123
2791,Sandy,4.424336969437323,2.467992589072883,Yes,Contour Plowing,Maize,No,5.051925378609194
2792,Loamy,1.9551302694189594,1.4245016742596097,Yes,Windbreaks,Wheat,Yes,7.744775548610715
2793,Loamy,5.782211485774257,3.75458020905756,Yes,Windbreaks,Rice,No,6.814632333443124
2794,Loamy,4.561999116943877,4.91461632535186,Yes,Windbreaks,Wheat,Yes,5.256476771875434
2795,Clayey,6.5183671999271615,3.906417749327476,Yes,Windbreaks,Wheat,Yes,1.448310698228842
2796,Clayey,8.250419968932144,4.714917477109342,No,Windbreaks,Wheat,No,7.675748244615478
2797,Clayey,3.697018154573417,4.217218851822067,No,Windbreaks,Maize,No,4.269263024093167
2798,Loamy,9.658918937485247,1.652458700466715,No,Terracing,Rice,Yes,3.0204521956217882
2799,Loamy,5.8207105052881705,1.9968150823651492,No,Contour Plowing,Rice,No,9.534417848093534
2800,Clayey,6.5646171887930915,2.3674624070494015,No,Contour Plowing,Maize,Yes,7.961524925924458
2801,Sandy,7.126051359031633,1.6730417773520165,No,Windbreaks,Wheat,Yes,9.660418135092428
2802,Loamy,7.0005837687183075,3.326605330692027,Yes,Windbreaks,Wheat,Yes,3.3059523894903107
2803,Sandy,5.598736687405559,4.9018020965398055,Yes,Terracing,Maize,Yes,8.522139948200985
2804,Sandy,4.858878620032152,4.045835333744634,Yes,Terracing,Rice,No,6.469492638357723
2805,Loamy,1.484037677596401,2.6935469962698475,No,Windbreaks,Maize,Yes,9.833533203728976
2806,Loamy,1.1987726077106178,1.0180179239211546,No,Terracing,Rice,Yes,9.516852510522916
2807,Sandy,4.221650750794882,2.253104044552715,Yes,Terracing,Rice,Yes,9.756712404484322
2808,Sandy,4.002948015703234,3.107037150768861,Yes,Windbreaks,Rice,No,9.565908565059477
2809,Clayey,4.489256393551061,2.2970034954078824,Yes,Windbreaks,Wheat,Yes,1.068947802013951
2810,Clayey,2.24531380799371,1.4441396920954381,Yes,Windbreaks,Wheat,No,7.669768691356205
2811,Loamy,7.643514434831593,2.771059827447578,Yes,Windbreaks,Maize,No,3.447411050886776
2812,Clayey,8.71267973298615,2.013011267862865,No,Contour Plowing,Maize,No,7.3452438599727525
2813,Clayey,9.448431718366315,4.636929505846005,No,Contour Plowing,Wheat,No,9.825500811285178
2814,Clayey,5.431260731676632,1.407018114004063,No,Windbreaks,Maize,No,1.3542345162888294
2815,Clayey,7.307791292128858,1.1966105148988415,Yes,Terracing,Wheat,No,6.102890491954154
2816,Sandy,8.699960110922852,1.0212566766194482,No,Windbreaks,Wheat,No,7.614578423050924
2817,Loamy,4.764619999841374,2.312278737942631,Yes,Contour Plowing,Rice,Yes,3.2802290399332623
2818,Clayey,3.784715153833999,3.6415473528035545,No,Terracing,Rice,Yes,3.0260974336042823
2819,Sandy,9.430521002681411,3.9216550115271707,Yes,Contour Plowing,Wheat,No,1.543109548616929
2820,Sandy,5.641088959693658,2.8130467335268925,Yes,Windbreaks,Rice,No,1.8452787145126806
2821,Sandy,5.475284979317902,3.737314601821067,No,Contour Plowing,Wheat,No,6.910749197635254
2822,Clayey,2.605744869071462,2.4396561448614538,No,Contour Plowing,Rice,Yes,5.546895571287558
