,duration,src_bytes,dst_bytes,failed_logins,num_file_creations,protocol_type,service,flag,logged_in,is_guest_login,target
3778,,1722,8160,4,4,tcp,ssh,S0,,0,0
3779,68,5317,7927,2,1,icmp,http,SF,0,1,0
3780,,3846,4101,1,,tcp,ssh,SF,1,0,0
3781,37,4211,6375,0,6,icmp,ssh,,1,,0
3782,49,65,6005,3,3,tcp,ftp,S0,1,1,
3783,13,9492,5522,3,0,tcp,,S0,1,,0
3784,34,6383,9800,0,4,udp,ssh,S0,1,0,0
3785,86,9608,7156,3,1,udp,ssh,,0,0,0
3786,53,969,3298,4,6,udp,ssh,REJ,,1,0
3787,87,369,2634,4,8,,ssh,,1,0,0
3788,51,8425,3891,4,0,icmp,ssh,REJ,1,1,0
3789,3,2243,,2,,icmp,http,SF,1,0,0
3790,42,5003,,0,5,tcp,ssh,S0,0,1,0
3791,98,3084,152,4,7,icmp,ssh,SF,1,1,0
3792,32,8074,3064,1,,tcp,ssh,S0,1,0,0
3793,,9113,,4,8,icmp,http,REJ,1,0,
3794,85,,7905,2,1,tcp,ssh,S0,,,0
3795,46,,2092,1,8,udp,ssh,S0,0,0,0
3796,,4726,4600,0,3,udp,ftp,S0,1,0,0
3797,44,4260,7409,0,,icmp,ftp,S0,1,0,0
3798,11,3623,2978,4,6,,ssh,REJ,1,0,0
3799,,824,843,,4,icmp,ssh,SF,1,,0
3800,1,3432,,,4,icmp,ftp,SF,1,1,0
3801,92,6529,1660,4,1,,http,SF,1,0,0
3802,,4152,8790,4,5,udp,http,SF,,0,0
3803,24,4214,5163,3,5,tcp,ftp,S0,0,0,0
3804,99,7421,6447,3,3,icmp,ssh,REJ,,0,
3805,13,,4271,4,4,udp,ftp,REJ,0,1,1
3806,98,,3604,2,6,tcp,http,SF,0,0,0
3807,11,2893,6765,3,,,ftp,SF,1,1,1
3808,51,5535,1217,4,5,,http,REJ,1,0,0
3809,17,3307,2292,1,4,udp,ssh,REJ,1,1,0
3810,99,2903,3812,3,2,tcp,ssh,S0,,0,0
3811,82,3719,4994,2,6,icmp,,REJ,0,0,1
3812,,22,5143,0,7,tcp,http,,0,,0
3813,24,1501,6863,1,2,tcp,ftp,S0,1,0,0
3814,19,9035,9124,2,4,udp,ssh,S0,1,1,0
3815,37,9953,6534,2,1,tcp,http,S0,0,0,0
3816,85,3642,7527,2,,udp,ssh,REJ,0,1,1
3817,8,5213,,1,9,udp,,REJ,1,1,0
3818,28,,5348,2,3,icmp,,REJ,0,0,0
3819,5,8588,7934,0,3,tcp,http,S0,0,1,0
3820,17,7175,4596,,7,icmp,http,REJ,0,1,1
3821,36,5115,6212,1,2,icmp,ssh,REJ,0,0,0
3822,19,4663,9956,,4,tcp,ssh,S0,0,0,0
3823,64,4327,2171,4,4,,http,SF,0,0,0
3824,91,9066,8528,3,1,udp,ssh,SF,0,0,
3825,98,,9369,1,8,tcp,ssh,REJ,1,0,
3826,,8282,,4,3,udp,ssh,,0,0,0
3827,54,8649,8971,4,8,icmp,ftp,,1,0,0
3828,45,9197,7837,,8,,ftp,REJ,1,1,
3829,47,5495,1186,,1,,ftp,REJ,0,1,0
3830,12,8537,3286,2,8,tcp,ssh,SF,1,0,0
3831,21,2712,3448,0,8,tcp,http,S0,0,1,
3832,11,7596,3992,4,,udp,ssh,REJ,1,1,0
3833,92,6274,,0,5,icmp,ssh,S0,1,1,0
3834,5,,4900,2,8,udp,ftp,REJ,,0,0
3835,,9309,1936,3,3,tcp,http,SF,1,,0
3836,56,8818,8826,4,1,,ftp,REJ,0,0,0
3837,20,3995,9446,3,6,udp,http,SF,1,1,0
3838,41,1679,9275,1,8,tcp,ssh,SF,0,0,
3839,46,8415,1286,4,5,icmp,ssh,REJ,0,1,0
3840,12,744,8546,,,udp,ssh,,1,1,0
3841,70,463,7480,3,0,icmp,http,SF,0,0,
3842,17,1569,5256,1,3,icmp,ftp,S0,0,1,0
3843,19,1737,1886,4,2,udp,ftp,S0,1,0,0
3844,26,7904,,,6,udp,,SF,0,0,0
3845,48,7003,,0,9,tcp,http,SF,1,0,0
3846,,8857,,4,4,tcp,http,REJ,1,,0
3847,96,1357,5266,,2,udp,ssh,REJ,1,1,0
3848,70,1015,1548,2,1,udp,ftp,SF,0,0,1
3849,55,1055,4205,4,1,tcp,http,SF,1,,
3850,75,1765,7591,4,4,,ftp,S0,0,0,0
3851,33,,1369,4,7,tcp,ftp,S0,1,1,0
3852,62,4459,1758,4,7,udp,http,S0,1,1,0
3853,88,9605,9710,2,4,udp,http,SF,1,0,0
3854,23,668,4918,0,1,tcp,ssh,SF,0,,0
3855,15,3371,3485,2,3,icmp,ssh,S0,1,1,0
3856,,5977,3053,2,6,icmp,ssh,S0,0,0,0
3857,75,,8383,1,5,tcp,ftp,REJ,0,0,0
3858,64,8291,,3,9,udp,ftp,REJ,0,1,0
3859,81,,4238,,6,udp,ssh,,,0,0
3860,51,6983,7241,1,4,icmp,ftp,REJ,0,0,0
3861,53,,3239,,1,tcp,ftp,,1,1,0
3862,78,5600,566,,7,icmp,ftp,SF,0,0,1
3863,91,3651,5379,4,1,icmp,ftp,SF,1,0,0
3864,82,9325,,1,7,tcp,http,,1,1,0
3865,,9895,9327,,6,icmp,http,REJ,0,0,0
3866,51,3621,744,4,2,udp,ssh,,1,1,0
3867,47,3191,8865,,3,icmp,ssh,REJ,,0,
3868,4,8790,8723,4,6,tcp,ftp,REJ,0,1,0
3869,7,392,,0,3,udp,ftp,S0,,,0
3870,35,1076,8754,1,8,,http,REJ,1,0,0
3871,48,2651,,1,6,icmp,ftp,REJ,,0,0
3872,73,2385,6319,3,0,udp,ftp,S0,0,0,1
3873,72,810,302,2,0,tcp,ssh,REJ,,1,
3874,45,8048,3768,4,3,icmp,ftp,,,1,0
3875,81,5502,4281,2,8,udp,http,S0,0,0,0
3876,81,6896,7507,0,3,tcp,ftp,S0,,,0
3877,97,1160,8702,4,4,icmp,ftp,S0,0,1,0
3878,96,7575,6963,0,0,tcp,,S0,0,0,0
3879,72,1532,5430,0,1,udp,ftp,SF,0,1,0
3880,19,5482,7249,0,3,,ftp,S0,1,0,0
3881,63,7549,3446,4,3,icmp,http,REJ,0,0,0
3882,38,4977,2204,,9,,ssh,REJ,,0,0
3883,67,5696,2835,3,5,tcp,ftp,REJ,1,,0
3884,59,8446,8987,,,udp,ssh,REJ,,0,0
3885,69,3549,2480,2,7,icmp,ssh,SF,1,1,0
3886,13,6164,9716,2,8,icmp,http,SF,,1,0
3887,47,6672,4857,0,0,udp,ssh,SF,1,,0
3888,61,5265,435,4,0,tcp,ftp,REJ,,0,0
3889,31,1232,1707,,5,,ftp,REJ,1,1,0
3890,80,2424,8261,0,3,tcp,ftp,S0,1,0,0
3891,96,8072,5726,,3,tcp,ftp,S0,0,0,0
3892,22,4262,1905,,0,icmp,http,REJ,0,1,0
3893,93,9766,7019,,8,tcp,ssh,S0,1,0,0
3894,86,,3960,1,,,http,S0,0,1,1
3895,43,4713,6826,4,4,tcp,ssh,REJ,1,1,0
3896,,6756,6348,,,tcp,,SF,0,1,0
3897,54,9818,,2,0,icmp,http,REJ,0,1,0
3898,10,3884,2714,0,,tcp,http,,1,1,0
3899,42,,6195,4,2,udp,ftp,S0,,0,0
3900,64,3404,6513,0,0,tcp,,S0,1,1,0
3901,,,6868,2,9,,http,REJ,0,1,1
3902,80,5009,3728,0,5,,ssh,SF,1,0,1
3903,76,6223,3547,2,0,udp,ssh,REJ,1,1,0
3904,66,4010,2304,0,2,tcp,ftp,SF,1,1,0
3905,41,2736,3682,0,4,udp,http,SF,0,0,0
3906,24,4492,7853,2,3,tcp,,REJ,1,,0
3907,35,8594,3222,0,6,udp,ftp,REJ,1,,0
3908,56,975,4375,1,5,icmp,ftp,REJ,0,1,0
3909,30,224,1083,3,2,icmp,,SF,1,1,
3910,57,4614,8638,1,,,http,S0,1,1,0
3911,94,6778,1593,,7,tcp,,SF,1,0,0
3912,47,8428,5609,1,,tcp,http,SF,0,,0
3913,35,4212,,3,6,icmp,ssh,SF,0,1,0
3914,19,226,5180,0,0,tcp,ssh,S0,1,1,
3915,8,8184,6473,2,1,udp,ftp,SF,0,0,0
3916,26,4278,2776,2,7,udp,,,1,0,0
3917,71,1342,1591,4,0,tcp,ftp,SF,0,0,0
3918,30,4037,6005,3,1,icmp,ftp,S0,1,0,0
3919,7,8402,7231,4,0,icmp,ftp,SF,1,1,0
3920,67,3728,2232,4,4,icmp,,S0,1,1,1
3921,65,3929,5119,3,6,icmp,http,S0,0,,0
3922,,2804,6455,2,5,icmp,http,REJ,1,0,1
3923,25,9302,7961,3,5,udp,http,REJ,,1,0
3924,37,,1562,0,5,tcp,ftp,,0,1,0
3925,,394,3647,,7,udp,http,S0,0,1,0
3926,15,6840,7597,4,4,icmp,ssh,REJ,,1,0
3927,37,9036,7241,3,9,icmp,ssh,REJ,,0,0
3928,13,9717,4943,4,6,tcp,http,REJ,1,1,0
3929,8,8796,3239,2,2,tcp,ssh,S0,0,0,0
3930,5,582,1601,4,8,tcp,,SF,0,1,0
3931,60,133,,3,9,,http,REJ,1,0,0
3932,73,2839,,,,tcp,ftp,REJ,1,0,0
3933,1,3386,710,2,5,,ftp,REJ,1,0,
3934,36,,,4,2,icmp,ftp,REJ,0,1,
3935,35,,794,3,0,udp,http,S0,,,0
3936,66,976,3100,4,0,tcp,ftp,SF,,0,0
3937,63,7606,6031,0,2,udp,ftp,SF,1,1,0
3938,23,7214,5766,0,3,udp,ssh,REJ,1,1,1
3939,9,9736,27,2,1,udp,ftp,SF,1,1,0
3940,34,2836,6694,4,8,tcp,http,,0,1,0
3941,46,2739,5323,0,7,udp,,REJ,1,0,0
3942,78,9550,8277,1,2,tcp,ssh,SF,0,0,0
3943,4,4135,5952,0,6,udp,ssh,SF,1,1,1
3944,30,9509,3102,4,3,udp,ssh,S0,1,0,0
3945,95,6834,6610,4,,udp,ssh,REJ,0,0,0
3946,75,8354,,0,3,,ftp,SF,0,0,0
3947,99,1910,5310,4,8,,ssh,S0,0,0,0
3948,72,9320,12,4,6,tcp,ssh,SF,1,0,0
3949,3,9851,7771,,3,icmp,ssh,SF,1,1,1
3950,,1964,9941,2,7,tcp,ftp,REJ,0,1,0
3951,,5154,,4,1,udp,http,S0,,1,0
3952,77,967,5775,3,6,icmp,ssh,REJ,0,1,0
3953,45,890,180,2,0,tcp,ssh,SF,0,1,0
3954,96,3062,797,2,,tcp,ssh,S0,1,1,0
3955,34,6462,,3,5,,ftp,,0,1,0
3956,45,6167,7189,0,4,icmp,,S0,1,0,0
3957,61,6968,7313,1,,tcp,ssh,SF,0,1,0
3958,83,9859,2025,4,8,icmp,http,S0,,,0
3959,16,8102,7667,0,2,udp,ssh,SF,0,0,0
3960,66,7380,3218,3,8,udp,http,REJ,1,0,1
3961,,9634,6585,1,,udp,http,,0,0,0
3962,17,7281,9079,1,1,tcp,ftp,SF,,0,0
3963,34,1068,,1,,udp,ftp,S0,1,1,0
3964,16,4224,7371,3,1,icmp,ftp,S0,1,0,1
3965,60,9019,,0,,udp,http,REJ,0,1,0
3966,66,4608,,4,6,icmp,http,S0,,1,0
3967,66,3986,,1,3,udp,http,REJ,,1,0
3968,90,3180,2433,,4,icmp,ftp,SF,0,0,1
3969,,4539,6458,0,3,udp,ftp,SF,0,0,0
3970,56,2363,4867,1,5,udp,ftp,S0,1,1,0
3971,31,2225,5055,1,1,udp,ssh,SF,,1,0
3972,34,6372,,3,7,icmp,http,SF,0,1,0
3973,39,,2071,2,3,icmp,,REJ,1,,0
3974,67,5792,1782,0,,udp,,S0,1,1,0
3975,,8074,8531,0,2,icmp,http,REJ,1,0,0
3976,87,8459,,0,4,icmp,http,SF,1,1,0
3977,78,7014,5492,3,2,tcp,ssh,SF,,1,0
3978,55,838,9107,3,,udp,http,,0,1,0
3979,27,4585,5950,4,2,,ftp,S0,0,1,1
3980,93,687,3291,3,7,icmp,ssh,SF,0,0,0
3981,53,357,4571,0,8,icmp,,SF,0,,0
3982,39,9064,9639,4,1,,ftp,REJ,1,1,1
3983,65,4648,1380,2,2,tcp,http,S0,0,0,0
3984,17,4419,9676,1,6,icmp,ssh,SF,1,1,
3985,30,,7671,1,,,ftp,REJ,1,0,0
3986,53,3392,801,4,9,tcp,,SF,0,0,0
3987,13,,9439,2,6,udp,ssh,REJ,0,1,0
3988,21,4880,,1,1,,http,,0,1,0
3989,19,5320,3496,4,3,tcp,http,S0,1,0,0
3990,53,,3258,,0,udp,ftp,S0,1,0,
3991,19,9511,6559,0,,udp,http,REJ,1,1,0
3992,57,9728,982,2,7,tcp,ssh,SF,0,1,0
3993,,4785,2089,1,0,icmp,ssh,S0,1,0,
3994,86,9965,2953,0,6,,ftp,SF,1,,0
3995,31,878,9204,4,6,tcp,ftp,S0,1,0,0
3996,81,2871,2127,1,6,tcp,http,REJ,1,1,
3997,55,293,4813,0,0,tcp,ssh,S0,,1,0
3998,23,,8064,3,2,tcp,ftp,SF,1,0,0
3999,32,8729,,2,1,icmp,http,SF,0,0,0
4000,,2687,5904,4,,udp,http,SF,0,1,
4001,74,234,2592,1,1,tcp,ssh,REJ,0,,0
4002,10,2375,9666,,4,icmp,,REJ,0,1,1
4003,72,2273,,2,4,tcp,http,SF,,1,0
4004,54,967,3323,2,3,icmp,ssh,SF,0,0,0
4005,52,890,6438,3,6,udp,http,,0,1,0
4006,20,3864,,1,,icmp,http,S0,1,1,0
4007,,6155,2862,2,5,icmp,ssh,S0,1,0,0
4008,14,3401,1656,,,udp,ftp,SF,1,0,0
4009,,8227,1756,0,3,udp,http,S0,1,0,1
4010,28,4543,8238,4,6,icmp,ssh,SF,0,1,1
4011,53,3524,9452,,8,tcp,http,REJ,1,0,0
4012,24,1764,6228,0,8,tcp,http,S0,1,1,0
4013,79,3292,4639,3,2,udp,http,SF,0,0,0
4014,22,2489,9644,0,0,tcp,ssh,SF,0,1,
4015,30,,2568,0,8,udp,ssh,REJ,1,1,0
4016,63,4691,3124,0,7,icmp,,REJ,,0,0
4017,4,6122,5165,2,6,icmp,ftp,REJ,1,1,0
4018,77,2277,7082,1,5,tcp,http,REJ,1,1,0
4019,59,4440,4908,,,udp,ftp,S0,0,0,0
4020,87,1104,9681,1,6,tcp,,REJ,0,1,0
4021,8,7521,9766,3,8,tcp,ssh,SF,0,1,0
4022,,9612,4963,3,5,icmp,http,SF,0,1,0
4023,12,5410,7151,3,9,tcp,http,SF,1,1,1
4024,31,9671,,3,,icmp,http,SF,1,1,
4025,78,7870,3550,3,,udp,ftp,SF,0,1,0
4026,34,2957,2310,4,,tcp,ssh,REJ,1,0,0
4027,82,,9635,,9,icmp,ssh,SF,0,0,0
4028,98,6018,1977,,9,,http,REJ,1,0,0
4029,75,9575,7181,3,7,udp,ssh,REJ,1,,0
4030,76,3385,2491,4,9,tcp,ftp,REJ,1,0,0
4031,49,9762,8918,4,8,tcp,ftp,REJ,1,0,0
4032,79,29,4382,4,,icmp,ssh,S0,1,1,0
4033,57,8898,,2,9,udp,ftp,S0,1,0,0
4034,95,9213,7426,3,1,,ftp,S0,0,0,0
4035,93,9639,3620,4,,udp,ssh,S0,,1,0
4036,26,,6061,4,3,tcp,ssh,S0,0,0,0
4037,18,6949,,3,1,icmp,http,SF,1,0,
4038,,5756,3977,2,7,tcp,http,S0,0,0,
4039,86,3603,705,4,2,tcp,ftp,SF,1,0,0
4040,38,5063,5453,,1,tcp,ssh,SF,1,0,0
4041,,8072,6095,0,6,udp,ftp,,1,0,0
4042,,7245,,0,0,icmp,ssh,REJ,0,1,0
4043,88,,4139,0,5,udp,ftp,REJ,1,1,
4044,50,7106,1917,2,2,tcp,ftp,S0,1,0,0
4045,,3582,,4,2,tcp,ftp,SF,0,0,0
4046,41,2763,7502,0,4,icmp,http,S0,,,0
4047,6,573,1846,0,2,udp,ssh,REJ,0,1,0
4048,69,7706,4655,,3,tcp,ftp,REJ,1,0,0
4049,44,615,6414,4,2,tcp,http,SF,1,1,1
4050,64,4051,8112,4,6,icmp,,SF,0,1,0
4051,29,326,7991,,,tcp,ftp,REJ,1,0,0
4052,28,3741,9629,4,9,,ssh,S0,1,1,0
4053,11,359,3091,1,3,udp,ftp,S0,1,0,0
4054,65,3778,1371,2,1,tcp,ssh,SF,0,1,0
4055,19,5907,1929,,1,tcp,http,REJ,1,0,0
4056,9,1722,1637,0,,tcp,http,S0,0,0,0
4057,,1350,6181,4,0,icmp,ftp,SF,0,1,0
4058,,3697,8284,,0,icmp,,SF,0,0,0
4059,44,3897,1844,1,9,udp,ssh,SF,1,1,0
4060,68,4261,8377,2,0,udp,,S0,1,,1
4061,82,9789,9764,1,2,,http,SF,1,1,0
4062,,9820,832,4,1,tcp,,S0,0,0,0
4063,51,6942,5539,4,2,tcp,ssh,SF,,0,0
4064,13,3809,5316,1,4,icmp,ftp,,1,0,0
4065,83,,8456,4,8,icmp,ftp,REJ,1,,0
4066,49,8385,5328,4,1,tcp,,,0,1,0
4067,70,3846,1287,0,0,tcp,http,REJ,1,0,0
4068,,2578,,3,5,udp,ssh,SF,0,0,0
4069,76,92,6656,4,2,icmp,,S0,0,0,0
4070,,4235,1878,4,6,tcp,http,SF,0,1,0
4071,37,8673,9942,2,5,icmp,ssh,,0,0,0
4072,17,6593,5432,3,6,tcp,http,,1,0,0
4073,,8129,9390,3,,tcp,http,,0,,
4074,87,1076,2479,,0,udp,http,,0,1,0
4075,90,2514,101,1,2,udp,ssh,,1,0,0
4076,29,8169,3088,0,2,udp,ftp,,0,0,0
4077,33,6862,5829,0,6,tcp,,S0,0,1,0
4078,60,8991,,2,2,udp,http,S0,0,0,1
4079,91,,2292,3,4,tcp,ssh,S0,0,1,0
4080,89,2980,,3,3,icmp,ftp,S0,,1,0
4081,55,7141,8297,4,3,icmp,ftp,SF,1,1,
4082,10,7066,694,,6,tcp,ssh,,1,1,0
4083,47,4917,5787,1,0,udp,http,REJ,1,,0
4084,23,,5407,2,6,udp,ssh,SF,0,0,0
4085,85,598,3492,0,7,icmp,ftp,S0,0,0,0
4086,21,9725,3393,3,2,tcp,http,REJ,1,0,
4087,,7321,2269,2,2,tcp,http,SF,0,0,0
4088,33,8706,,1,3,tcp,ftp,SF,1,0,0
4089,24,5623,3784,1,5,icmp,http,S0,0,,1
4090,11,1878,,1,6,icmp,ssh,S0,1,0,0
4091,17,1700,5974,3,0,udp,ftp,REJ,1,0,0
4092,68,9222,5970,3,3,,ftp,REJ,1,1,0
4093,47,5781,,3,6,tcp,http,S0,1,0,0
4094,25,717,4649,4,1,tcp,ftp,REJ,0,0,0
4095,94,4087,4940,0,,tcp,,S0,0,1,0
4096,73,666,8851,1,0,icmp,ftp,SF,0,0,0
4097,,7847,8025,1,9,udp,http,SF,1,1,
4098,84,6612,7858,4,5,icmp,ftp,SF,1,0,0
4099,83,1080,1019,1,4,udp,http,,0,0,0
4100,83,8420,1954,1,0,tcp,,S0,0,1,0
4101,12,8341,9383,3,9,tcp,ssh,SF,0,0,
4102,37,1070,3658,3,2,tcp,ftp,SF,0,1,0
4103,42,5264,4847,0,6,,ssh,REJ,1,,0
4104,17,7952,2297,1,8,tcp,ssh,REJ,1,1,0
4105,48,1364,,2,8,icmp,ftp,SF,0,0,0
4106,28,4509,2812,1,5,udp,ssh,REJ,,,1
4107,,1756,,1,2,icmp,ssh,REJ,0,,0
4108,99,520,3183,0,0,tcp,http,REJ,1,0,0
4109,47,5464,7868,,2,udp,ssh,REJ,0,1,0
4110,18,7234,4330,1,9,,,S0,1,1,0
4111,78,1103,6168,2,1,tcp,http,REJ,1,0,
4112,,598,3098,3,4,udp,ssh,,0,0,0
4113,71,3274,1405,3,7,icmp,ssh,S0,0,0,0
4114,13,5782,5102,2,4,icmp,ftp,REJ,0,1,0
4115,82,6257,1370,1,,icmp,,REJ,1,1,0
4116,13,,5498,2,2,icmp,ftp,SF,0,0,0
4117,31,8781,,2,4,udp,ssh,SF,0,1,0
4118,2,6555,2065,3,6,icmp,ssh,,1,1,0
4119,16,9600,,2,4,udp,ftp,S0,1,0,0
4120,9,8003,2818,4,9,tcp,http,REJ,1,0,0
4121,73,4847,7792,,4,icmp,ftp,S0,0,0,0
4122,,,717,3,6,tcp,http,,1,1,
4123,75,9187,4041,1,7,icmp,http,REJ,1,0,0
4124,54,4799,1712,1,7,tcp,ftp,REJ,1,1,0
4125,56,6606,9418,3,6,tcp,ftp,SF,1,0,
4126,86,2987,5368,1,2,tcp,,REJ,1,1,1
4127,97,401,6262,0,1,tcp,ssh,S0,0,,0
4128,87,2856,9,4,0,tcp,http,SF,1,1,1
4129,45,3413,8790,,5,udp,ssh,S0,1,1,0
4130,34,57,4119,0,,udp,ftp,REJ,1,1,
4131,9,8023,,0,2,icmp,http,SF,,1,0
4132,88,1876,6384,,4,udp,,REJ,0,1,0
4133,8,4544,9801,0,8,tcp,ssh,SF,1,1,0
4134,7,4299,3668,2,8,,ftp,SF,1,,0
4135,36,3769,,1,6,,ftp,,1,0,1
4136,18,5753,3627,3,3,tcp,ssh,REJ,,1,0
4137,3,4834,2823,2,1,udp,http,SF,0,,0
4138,28,1354,8284,2,1,,http,,0,1,0
4139,70,4988,851,4,3,,ftp,REJ,0,1,0
4140,44,6598,1108,4,,,ftp,S0,1,1,0
4141,21,4312,300,2,,icmp,ftp,REJ,,0,0
4142,28,2935,8103,4,5,udp,ssh,REJ,0,0,
4143,54,23,9670,1,5,icmp,,SF,,0,0
4144,54,1210,5401,1,6,,ftp,REJ,1,1,0
4145,65,8941,1083,4,4,tcp,http,REJ,0,,0
4146,21,805,8168,0,8,icmp,ftp,REJ,0,1,0
4147,99,8326,9558,,,tcp,ftp,,0,0,0
4148,13,4417,2801,1,1,tcp,http,REJ,0,0,0
4149,57,8626,3952,4,3,tcp,http,SF,,0,0
4150,49,5142,8968,4,3,tcp,,REJ,1,1,0
4151,54,4969,6769,1,3,tcp,http,SF,1,1,
4152,10,3672,1453,,0,tcp,ssh,SF,1,1,
4153,53,7293,1682,0,3,,ssh,REJ,1,1,0
4154,44,,2304,4,4,tcp,ftp,S0,0,0,0
4155,47,,7158,4,8,icmp,ssh,REJ,1,0,1
4156,53,8445,1852,3,2,udp,ftp,S0,,0,1
4157,74,5062,1898,0,,tcp,ftp,,0,0,
4158,46,9322,5826,1,4,icmp,http,S0,1,0,0
4159,,3265,9520,1,9,tcp,http,S0,1,,0
4160,37,5436,,2,5,,ssh,SF,1,0,0
4161,,8494,245,1,2,tcp,ssh,S0,1,1,0
4162,2,,8949,4,0,icmp,ssh,REJ,0,1,0
4163,86,2764,9016,1,9,icmp,ssh,S0,0,0,0
4164,81,4006,3808,4,7,udp,http,SF,0,0,0
4165,14,3242,2780,4,0,tcp,http,S0,,1,0
4166,10,3058,1847,0,1,icmp,ssh,SF,1,1,0
4167,35,551,7022,,2,,ftp,SF,0,1,1
4168,25,5575,9433,0,5,udp,http,REJ,0,1,0
4169,3,5412,474,4,3,tcp,,,1,0,0
4170,17,1588,4132,1,3,icmp,http,S0,1,,1
4171,,5921,,1,8,tcp,http,REJ,0,0,0
4172,54,5261,1735,0,5,,ssh,REJ,0,0,0
4173,24,4410,7216,,1,tcp,ssh,S0,0,0,0
4174,,5784,7230,4,6,icmp,ftp,S0,1,0,0
4175,43,713,5189,4,2,udp,http,REJ,0,1,0
4176,,5407,5282,1,8,,ssh,SF,0,1,0
4177,60,7991,5859,,5,tcp,ssh,REJ,1,,
4178,90,7421,945,3,7,icmp,http,REJ,0,1,0
4179,65,,1512,3,,tcp,ssh,REJ,0,0,0
4180,84,,,2,1,,ssh,SF,0,0,0
4181,28,3302,6119,4,5,tcp,ssh,S0,1,1,0
4182,16,,859,2,2,udp,ftp,S0,1,1,1
4183,47,9987,3561,2,0,tcp,ssh,S0,0,1,1
4184,81,1080,8422,0,,tcp,http,SF,1,1,0
4185,92,5323,8370,0,4,tcp,http,SF,,0,0
4186,58,8796,2616,3,8,udp,http,S0,0,0,0
4187,76,5258,1614,2,5,tcp,ssh,S0,1,0,1
4188,27,7983,2841,,4,tcp,ftp,S0,0,1,0
4189,53,9778,1775,4,0,tcp,ssh,,1,1,0
4190,42,6215,3872,1,0,udp,http,SF,1,0,0
4191,,5007,8274,0,,tcp,ftp,S0,0,,0
4192,,3986,846,4,6,,ftp,REJ,0,0,0
4193,94,9588,9409,,5,udp,ssh,S0,1,0,0
4194,,8792,3261,0,4,icmp,http,SF,1,0,0
4195,37,8706,3146,0,3,tcp,ssh,REJ,0,1,0
4196,6,5992,7803,2,7,udp,http,REJ,,1,0
4197,7,6228,2264,3,7,udp,ftp,REJ,0,0,
4198,96,,8637,4,4,tcp,,SF,0,1,0
4199,96,7834,8156,2,3,,ftp,S0,1,1,0
4200,25,2887,,2,1,udp,http,SF,0,1,0
4201,33,2654,6696,4,6,udp,ftp,SF,1,0,0
4202,55,9281,4289,4,,udp,ftp,REJ,0,,0
4203,58,4865,5759,1,2,udp,ftp,REJ,0,1,0
4204,7,2515,,3,8,udp,ssh,SF,0,,
4205,57,3970,2631,4,8,tcp,http,REJ,0,0,0
4206,12,3285,7817,0,,udp,ftp,SF,0,,0
4207,16,7741,9360,1,7,icmp,ftp,REJ,0,0,1
4208,,4567,7557,,0,udp,ftp,S0,,,0
4209,43,2197,5931,,,tcp,ftp,S0,1,,0
4210,,790,7001,0,1,tcp,,S0,0,1,0
4211,7,3476,3513,3,,icmp,http,REJ,1,0,0
4212,51,9857,6067,1,1,udp,ssh,,1,1,0
4213,73,1310,9088,0,7,icmp,http,,1,0,0
4214,32,865,3723,2,,icmp,http,,,0,
4215,75,,5649,3,3,icmp,ftp,SF,1,1,1
4216,8,3364,2061,3,4,icmp,,S0,0,0,0
4217,97,,3035,4,9,udp,ssh,,0,1,0
4218,87,3004,2388,1,3,tcp,ftp,SF,,1,1
4219,89,8503,7009,2,7,tcp,ssh,SF,0,1,0
4220,72,,8032,2,1,udp,http,SF,0,1,0
4221,45,7960,1800,4,8,icmp,ssh,REJ,1,1,0
4222,86,2712,4408,0,1,udp,ftp,SF,1,1,1
4223,,,2781,0,1,icmp,ssh,SF,,0,0
4224,4,7706,1128,2,1,icmp,ssh,S0,0,,0
4225,67,422,8531,1,9,udp,ssh,REJ,1,0,0
4226,29,9966,7366,0,7,udp,ftp,,0,0,1
4227,29,947,,3,2,icmp,http,SF,0,0,0
4228,98,9379,,4,9,icmp,ssh,REJ,1,0,
4229,98,1835,9365,1,9,icmp,,REJ,0,1,0
4230,28,1565,2809,0,7,icmp,http,S0,0,1,0
4231,77,7333,4298,2,,udp,,S0,0,1,0
4232,79,4945,4560,4,9,tcp,ssh,REJ,0,0,0
4233,87,1309,449,0,3,tcp,,REJ,0,1,0
4234,44,2987,5009,2,6,,ssh,S0,1,1,0
4235,90,387,4894,0,7,tcp,ssh,SF,0,1,0
4236,4,6132,,4,5,tcp,ssh,REJ,0,1,0
4237,90,9354,437,3,5,tcp,http,,1,0,0
4238,9,3259,6013,3,2,tcp,ssh,S0,0,1,0
4239,5,6122,5870,2,4,tcp,ftp,REJ,0,1,0
4240,56,4812,1621,3,9,tcp,ftp,S0,1,,0
4241,96,6575,4309,4,1,icmp,,REJ,1,0,0
4242,84,,949,2,4,icmp,ssh,REJ,1,0,0
4243,50,3934,3945,0,4,icmp,ftp,S0,1,1,0
4244,75,1440,9320,,,udp,ssh,S0,1,1,1
4245,15,6170,,0,3,tcp,ssh,SF,0,0,0
4246,32,4481,1404,4,5,tcp,ssh,S0,1,0,0
4247,28,56,,2,8,udp,http,S0,1,1,0
4248,22,3325,1105,0,3,tcp,ftp,SF,1,0,
4249,17,,,2,5,icmp,ssh,,1,0,0
4250,59,106,5762,3,8,icmp,ftp,SF,0,0,0
