,Gender,Resource_Access,Women_Empowerment_Metrics,Crop_Type,Soil_Type,Soil_Health_Index,Social_Impact_Index
3330,Non-binary,Limited,1.4050607239496387,Maize,Sandy,4.895018850330122,3.2557700635757496
3331,Non-binary,Limited,4.490296077190578,Maize,Clayey,7.208938097515094,9.420113536894902
3332,Male,Abundant,3.030546890625389,Maize,Loamy,6.109850100679542,3.3524981272092296
3333,Genderqueer,Moderate,4.23186275704303,Rice,Loamy,4.866912299674017,4.72175649085234
3334,Male,Abundant,2.472342550664857,Wheat,Sandy,8.363012920971318,8.901312510099945
3335,Gender neutral,Limited,1.5003129072653016,Maize,Loamy,8.149847249653723,8.075584944318233
3336,Two-spirit,Abundant,1.165997217542846,Wheat,Sandy,7.587478495699852,8.717388015013618
3337,Two-spirit,Moderate,2.126038483089502,Rice,Clayey,1.6932902333838498,8.202310113740056
3338,Non-binary,Abundant,1.9769348014563142,Wheat,Loamy,8.168226651060792,3.115549045090372
3339,Gender neutral,Moderate,3.2414078960798474,Maize,Clayey,9.2747918439523,6.029156038875419
3340,Transgender,Moderate,1.0869553522548294,Wheat,Clayey,1.5349787946182483,4.4672564652572975
3341,Transgender,Limited,3.0822821771966935,Wheat,Loamy,4.615042499276815,5.137398716035318
3342,Non-binary,Limited,2.5670869680480126,Rice,Clayey,9.89519940744929,2.385606719112677
3343,Third gender,Limited,3.3084890796577686,Rice,Sandy,6.393149726214553,3.8419080330265345
3344,Male,Moderate,3.8096701126014585,Rice,Sandy,5.622196619147165,8.718824092799682
3345,Non-binary,Abundant,3.536367780319356,Rice,Sandy,2.597015327218692,9.078025688975476
3346,Agender,Moderate,4.938577477493466,Wheat,Loamy,6.08937655000753,6.491377755092247
3347,Pangender,Limited,1.5530613755074842,Wheat,Clayey,4.951389344225077,5.484405313006775
3348,Two-spirit,Limited,2.718948035719114,Rice,Clayey,2.1469875001311074,7.415557193343703
3349,Transgender,Abundant,2.6993229465732447,Rice,Clayey,5.178993873562308,6.47967925199982
3350,Female,Limited,2.6682128148116826,Maize,Clayey,2.4795937465773443,9.853075057130322
3351,Transgender,Limited,3.6551935681706733,Maize,Sandy,7.575972595534509,2.7107991294778295
3352,Two-spirit,Limited,2.95931224218689,Rice,Loamy,9.762835295292607,5.041402536218334
3353,Pangender,Abundant,3.0697302392518524,Wheat,Sandy,5.226193435831266,9.264164520569983
3354,Two-spirit,Moderate,2.7294239685870587,Rice,Sandy,6.691314987231515,9.23263353917672
3355,Female,Limited,4.96679784407425,Wheat,Loamy,4.878779722901581,5.458121619050562
3356,Non-binary,Abundant,4.710245395276169,Wheat,Loamy,2.246084682913048,2.213281018012433
3357,Gender neutral,Limited,2.230896757457484,Maize,Sandy,9.734997578279488,8.334621707436122
3358,Female,Abundant,1.4463756990666687,Rice,Clayey,2.1662079767567173,6.2664866785301285
3359,Two-spirit,Limited,4.359058896154412,Rice,Loamy,2.004641276621866,7.958494142715311
3360,Two-spirit,Abundant,4.988681005702897,Wheat,Loamy,5.132556475041705,5.162712682695313
3361,Agender,Limited,2.170435576158582,Rice,Sandy,6.929985391902389,2.8349552974314394
3362,Agender,Moderate,2.431139703367065,Maize,Clayey,4.1943094387560205,1.2159046673156875
3363,Genderqueer,Limited,4.766532725940811,Maize,Loamy,2.7326531997721273,6.032244419557769
3364,Agender,Abundant,3.8445180720123595,Rice,Sandy,8.370670312247286,2.449415609934306
3365,Male,Limited,2.1825533271185447,Rice,Loamy,4.267929885485961,2.6842348773803932
3366,Gender neutral,Moderate,3.3241859651356602,Maize,Clayey,2.7488887604551646,4.926750678614479
3367,Pangender,Limited,4.776918317457024,Rice,Sandy,4.285763897561831,4.97869366095008
3368,Female,Abundant,4.247252427783114,Wheat,Sandy,2.930987868785119,3.4694838118513474
3369,Two-spirit,Abundant,3.9673308549146387,Rice,Clayey,5.675029640311065,2.1872998758112163
3370,Genderqueer,Moderate,3.9479852469080896,Wheat,Sandy,7.014604475239293,9.504574766401038
3371,Genderqueer,Abundant,1.7120812971690813,Rice,Clayey,8.196016394792673,2.1847655429043393
3372,Pangender,Limited,4.298724956911746,Rice,Sandy,3.048058272878793,4.156953261410165
3373,Gender neutral,Limited,2.1044745297738325,Maize,Clayey,2.5025860513400096,3.743811933467016
3374,Female,Limited,4.721466631606118,Wheat,Loamy,1.1764307880569813,8.797041072626968
3375,Transgender,Abundant,2.458559964055132,Maize,Loamy,3.052789915125184,4.690562036307135
3376,Agender,Limited,4.430641588169026,Rice,Loamy,1.2151481724801663,2.116391493109279
3377,Non-binary,Limited,2.0649339780712057,Maize,Sandy,4.1092678332015335,1.0923492556404586
3378,Genderqueer,Limited,3.058107746328962,Rice,Clayey,2.3112377994703297,7.497546431270724
3379,Agender,Moderate,1.4275411819562422,Rice,Clayey,6.219060384050058,7.430509833110652
3380,Agender,Abundant,3.640475611984696,Rice,Loamy,4.4535408354214585,4.760053041819049
3381,Male,Abundant,4.344317100667354,Wheat,Loamy,1.842268069636836,2.136772002810912
3382,Gender neutral,Abundant,3.8737891252096643,Wheat,Loamy,4.598798167329347,4.344704313154731
3383,Non-binary,Moderate,3.0930340517546293,Wheat,Clayey,2.8841330437106647,6.308942058253278
3384,Transgender,Abundant,1.180463514405838,Maize,Loamy,7.12159616206095,7.335486476261569
3385,Two-spirit,Moderate,4.733764028683433,Rice,Sandy,4.279926202936659,1.7041590319084858
3386,Male,Moderate,3.8219581943145386,Maize,Loamy,2.3232700829363147,6.006767235532111
3387,Agender,Abundant,3.983456953461332,Maize,Loamy,4.146415591638579,3.485116706033238
3388,Agender,Limited,4.178722302043228,Rice,Clayey,3.0194050053716692,6.555396584202784
3389,Third gender,Limited,3.9909737037104427,Maize,Sandy,8.162011014745474,6.833261105782848
3390,Non-binary,Abundant,2.7644646563933346,Rice,Clayey,9.850308043284507,9.195433315972467
3391,Non-binary,Abundant,3.9344873171517873,Rice,Sandy,1.229422501267907,4.693405378500639
3392,Third gender,Moderate,3.5001071512413158,Rice,Sandy,7.210181235837537,5.838315941217858
3393,Non-binary,Abundant,4.416065334675146,Rice,Loamy,3.3756205026113792,3.4139361048445838
3394,Agender,Moderate,4.209839261349481,Maize,Loamy,1.59767779482365,3.5790132173061466
3395,Genderqueer,Abundant,1.1654975298690395,Maize,Clayey,1.1291617862676415,1.4143040340522626
3396,Female,Limited,2.515548361330421,Maize,Clayey,8.929087022911844,3.5746204806865567
3397,Agender,Limited,1.1388646087355783,Wheat,Clayey,4.182458518700196,1.5744582063159211
3398,Male,Abundant,1.4082996990643917,Maize,Sandy,9.950895028815436,9.675242115272466
3399,Gender neutral,Moderate,3.4056428880144454,Maize,Clayey,4.981394508671911,6.6183691183849405
3400,Third gender,Limited,4.495287284649013,Wheat,Sandy,2.6883797659423694,2.5583370506766467
3401,Transgender,Moderate,1.479299034837069,Rice,Sandy,7.994292116702913,2.050897238383016
3402,Two-spirit,Abundant,2.804357149867326,Rice,Sandy,9.338429947305688,4.331103584297891
3403,Transgender,Abundant,4.643515619225775,Rice,Sandy,8.340589276979419,3.7688259215695723
3404,Agender,Limited,4.257203934686351,Wheat,Sandy,7.7067931062477495,3.513293028230077
3405,Male,Abundant,3.0786715858637197,Maize,Loamy,4.012297250672516,5.213764404379191
3406,Agender,Limited,4.0862857573153235,Maize,Sandy,1.5804132750553843,9.215864586788172
3407,Gender neutral,Moderate,3.090775096178148,Maize,Sandy,2.811694137040808,6.112452289627267
3408,Genderqueer,Limited,1.632369349131395,Maize,Loamy,5.02129228822661,5.691083541279572
3409,Two-spirit,Limited,1.4989444528867164,Wheat,Loamy,9.605798830129636,8.258935916449522
3410,Gender neutral,Moderate,1.753472928268279,Maize,Loamy,7.505687617078188,1.0362215043720024
3411,Third gender,Limited,2.403688379862718,Rice,Clayey,8.454547406514227,2.7764710223971014
3412,Third gender,Limited,4.722117070696075,Wheat,Clayey,3.495645072158284,5.465673409499525
3413,Agender,Abundant,4.198713654614405,Wheat,Sandy,7.1544072470815285,7.3477815446986
3414,Male,Moderate,2.73120624490527,Rice,Sandy,8.761943290401968,5.365253754456745
3415,Gender neutral,Limited,2.972306839150296,Rice,Sandy,5.314703634069261,2.4734438317078946
3416,Pangender,Moderate,2.0624378306656594,Maize,Sandy,4.869026742076828,9.369845358954187
3417,Male,Moderate,3.8174118258885206,Rice,Loamy,7.474640620886008,3.9579861799490073
3418,Genderqueer,Limited,4.211062685848152,Wheat,Clayey,6.039205176202716,8.093941132550537
3419,Third gender,Abundant,1.9556187826703062,Wheat,Loamy,9.938539748746395,9.022720011378514
3420,Agender,Moderate,1.1672864951458615,Wheat,Clayey,4.825925206557055,4.1180443991979985
3421,Non-binary,Limited,3.4955557726518816,Maize,Loamy,2.5834894959248795,8.607806031970942
3422,Third gender,Moderate,3.2500484765412665,Maize,Sandy,5.247415475076815,7.396963148501177
3423,Two-spirit,Abundant,2.6085246201155057,Rice,Clayey,3.1168449378795824,9.138527529958054
3424,Female,Abundant,3.5755757670928405,Maize,Sandy,6.05128438715051,3.261796315506799
3425,Non-binary,Abundant,3.2024531919405743,Maize,Clayey,2.1321729319415126,9.381498455244481
3426,Agender,Limited,2.002326306376771,Wheat,Clayey,9.549786461942674,1.5877582900293725
3427,Pangender,Limited,2.5909159024908894,Wheat,Sandy,8.738405933861449,8.14304156775084
3428,Non-binary,Abundant,2.7124542789889667,Rice,Sandy,2.4000885739798337,4.920985186314694
3429,Two-spirit,Limited,4.520991977902255,Wheat,Sandy,2.5515363047230872,2.601009701676646
3430,Male,Abundant,4.843616616515838,Maize,Loamy,5.611948070392149,1.7146265959241163
3431,Pangender,Limited,4.572005449585989,Rice,Clayey,7.955932483375526,4.505927625090442
3432,Third gender,Abundant,3.8767120962079185,Rice,Clayey,2.9717140210077653,4.503915295538689
3433,Pangender,Moderate,3.3399709344232873,Wheat,Clayey,1.5487454760357866,3.069616458762869
3434,Gender neutral,Abundant,3.75704654186382,Wheat,Sandy,5.909808489243536,2.9396385851755857
3435,Two-spirit,Abundant,4.756436882930756,Wheat,Clayey,7.22437402691809,4.595628682421344
3436,Non-binary,Limited,1.999994940895327,Rice,Clayey,3.199289421634453,4.691024948846415
3437,Gender neutral,Limited,3.1404820306936196,Wheat,Sandy,7.6579100897557435,4.98128319246873
3438,Pangender,Limited,3.7584320760016316,Maize,Sandy,9.555794064501479,8.818834480549912
3439,Gender neutral,Limited,3.7169880052970985,Rice,Clayey,2.2336699841692558,6.5012905578048175
3440,Transgender,Limited,2.0091158383073457,Wheat,Loamy,5.599261587778257,1.1838984946437252
3441,Two-spirit,Limited,3.3469261095590075,Maize,Sandy,1.5115775561342435,5.671893175859653
3442,Genderqueer,Moderate,4.183652569680626,Maize,Loamy,2.85994906507644,7.862061663871791
3443,Male,Abundant,2.9003159202009754,Wheat,Loamy,1.8083741811496594,1.5077287598006546
3444,Pangender,Abundant,4.17319230679494,Maize,Loamy,4.636059607721823,4.80347091346696
3445,Two-spirit,Abundant,2.439530391018219,Rice,Loamy,8.38748611337282,5.0608912893181035
3446,Genderqueer,Moderate,4.755040508655036,Rice,Sandy,6.194174054696032,9.58618407102198
3447,Genderqueer,Abundant,3.135713761996404,Maize,Clayey,3.0032635344888767,5.281155584046643
3448,Agender,Moderate,3.3837918031704572,Rice,Clayey,1.3609958238615079,7.74910236395982
3449,Gender neutral,Moderate,1.1254462752183536,Wheat,Sandy,5.980583757580776,3.7261184068814757
3450,Genderqueer,Moderate,1.681076548514377,Maize,Sandy,2.195170434915139,8.013759860695883
3451,Transgender,Abundant,3.531735521884179,Rice,Loamy,4.084606246273815,3.9039612984760654
3452,Two-spirit,Moderate,2.679481487129085,Wheat,Loamy,5.591730330222454,4.8702122861050885
3453,Female,Abundant,3.032655161832699,Wheat,Sandy,9.133592821175732,5.315340500305281
3454,Female,Abundant,1.2518856349348018,Rice,Clayey,1.7364099437984528,9.337266724762102
3455,Pangender,Limited,4.336540953641537,Maize,Loamy,7.017468330401475,1.4810819302438079
3456,Third gender,Limited,4.1380224091848685,Wheat,Sandy,1.1267315695439066,2.7718043590972647
3457,Gender neutral,Moderate,1.7414159028873981,Wheat,Sandy,6.6691769712426625,7.351684715777535
3458,Third gender,Moderate,3.5373174290295175,Wheat,Sandy,5.963792403975343,6.198198938937718
3459,Genderqueer,Abundant,4.273260846617086,Wheat,Loamy,8.306799580810608,3.2637825137347827
3460,Two-spirit,Moderate,3.5634165456624,Maize,Sandy,5.7849622557803135,3.6028079874190433
3461,Pangender,Moderate,2.2415923811833793,Rice,Clayey,4.173549397535237,4.3057853704781195
3462,Non-binary,Abundant,3.6244446019126686,Rice,Sandy,3.184757841954039,5.053122543972957
3463,Genderqueer,Moderate,1.841846990732849,Rice,Loamy,1.767247676038657,8.362245909275003
3464,Gender neutral,Moderate,2.2730199891176834,Wheat,Clayey,5.811514068667881,1.124339288247663
3465,Female,Abundant,1.9602786124287146,Maize,Clayey,8.994897339837117,9.082177670921306
3466,Agender,Abundant,3.227700409560826,Rice,Sandy,5.632700445601205,4.717244004683753
3467,Two-spirit,Limited,1.4329065870621944,Maize,Sandy,7.651925717193031,3.074477658097718
3468,Male,Abundant,4.733241521393355,Rice,Clayey,3.6859144439581804,5.575714295746107
3469,Third gender,Limited,2.334049414651467,Wheat,Sandy,5.03317773887291,6.937030384296205
3470,Pangender,Moderate,1.8758805084232053,Rice,Loamy,3.9214288310133827,1.4027699727424316
3471,Third gender,Abundant,2.986199254407325,Wheat,Clayey,1.9833950021940765,7.441996164994743
3472,Two-spirit,Abundant,2.107991273818864,Wheat,Sandy,4.7528974295515445,7.846850688254762
3473,Third gender,Abundant,3.1396163455305772,Rice,Clayey,7.878585086534947,2.4956405589107735
3474,Two-spirit,Moderate,2.394036599128342,Maize,Sandy,4.5547749959006545,2.510932855392126
3475,Third gender,Limited,1.5282672430761632,Wheat,Sandy,6.851612999964406,2.8340609908678918
3476,Transgender,Moderate,2.063580968109048,Maize,Loamy,7.827539356457742,8.169658408605734
3477,Non-binary,Moderate,2.753759379846101,Rice,Sandy,3.904626044946904,3.448027503380702
3478,Genderqueer,Abundant,1.1211729059185025,Wheat,Sandy,8.177631036449291,8.16342254248919
3479,Genderqueer,Limited,4.082570108059048,Maize,Sandy,4.050331452727386,5.864714730449641
3480,Gender neutral,Moderate,3.487298258361663,Wheat,Loamy,3.3049635441441048,7.904541971546278
3481,Male,Abundant,3.405438429113417,Rice,Sandy,3.0020155098387855,5.9830573751164975
3482,Male,Moderate,3.184199727531064,Wheat,Sandy,2.7991373115235536,4.021920092906116
3483,Gender neutral,Moderate,3.361252689300274,Rice,Sandy,7.634116655320571,9.196427283922523
3484,Agender,Abundant,4.738607810828882,Maize,Clayey,8.98758334951226,7.437660956717178
3485,Genderqueer,Abundant,1.0342768432429628,Wheat,Loamy,3.075836267667603,5.356493222641044
3486,Agender,Limited,1.191198838630997,Maize,Clayey,1.7671626801653855,6.736856287377425
3487,Two-spirit,Moderate,1.7659736397232093,Rice,Loamy,3.8239027865959456,6.542590202820937
3488,Two-spirit,Abundant,1.6692055199726004,Rice,Loamy,6.920625150292228,4.223045948538431
3489,Female,Abundant,1.7247778378767307,Maize,Clayey,4.31668083003435,4.8139457210156955
3490,Third gender,Limited,3.6877755433946007,Maize,Loamy,5.942588852900969,3.8643109986980857
3491,Male,Limited,2.8379332042006613,Rice,Loamy,7.698744691076758,9.995663182739078
3492,Female,Abundant,4.967115513338772,Maize,Clayey,4.676306780395437,6.220580085859504
3493,Non-binary,Limited,1.9075436592117794,Rice,Sandy,9.997253482340753,1.8284978898771604
3494,Gender neutral,Abundant,2.2433204041099786,Maize,Loamy,3.6815433421195225,5.67196465331472
3495,Gender neutral,Moderate,4.936962867206596,Rice,Clayey,9.804235166853553,1.449657682046559
3496,Two-spirit,Limited,4.327032563208988,Rice,Loamy,2.8272669870980254,3.597868434816693
3497,Genderqueer,Moderate,2.879196882714131,Wheat,Clayey,1.998385689378608,5.013650043785648
3498,Agender,Moderate,3.218387542183959,Rice,Sandy,7.757475625849311,5.808434379417207
3499,Male,Moderate,4.372711682611362,Rice,Loamy,7.320786909860782,9.785632597554294
3500,Female,Abundant,2.923920984185312,Wheat,Sandy,8.300524125182179,9.83999551423737
3501,Agender,Moderate,1.8240948943283373,Wheat,Sandy,4.092313795599744,1.8826243291571896
3502,Female,Moderate,4.313778154217542,Maize,Clayey,9.377268884676853,5.843194054866003
3503,Third gender,Moderate,3.1510899651025737,Maize,Loamy,2.0753328553577095,8.353984556729026
3504,Non-binary,Abundant,1.6121703886552852,Rice,Loamy,1.2724939119801353,3.1394153822747928
3505,Non-binary,Moderate,3.0223433247375904,Maize,Loamy,3.7050749660077438,7.755067887296244
3506,Agender,Moderate,2.652813522387435,Maize,Loamy,8.175920170602254,8.907571501344814
3507,Agender,Limited,4.507370127527032,Rice,Loamy,7.056840765462834,6.962386564319127
3508,Agender,Abundant,1.5042217254428136,Wheat,Clayey,4.9258788780036085,3.9493301396060696
3509,Female,Moderate,4.500839217792102,Wheat,Loamy,3.306282527749019,9.308190874065154
3510,Third gender,Limited,3.0488440672411388,Rice,Sandy,1.5334550809117948,8.95168084306752
3511,Transgender,Abundant,2.6174577199245905,Rice,Sandy,4.037550206027253,7.4424278691463375
3512,Agender,Abundant,1.6478687376117613,Rice,Loamy,5.1401779097927465,4.273013020934558
3513,Genderqueer,Abundant,3.8032718505547174,Rice,Clayey,7.183214542640847,8.127067261553194
3514,Male,Abundant,4.707226836440162,Rice,Clayey,6.813747594517879,3.8449808335192706
3515,Male,Abundant,2.5015094155972792,Rice,Loamy,9.526104126386901,3.2765756620021365
3516,Female,Abundant,1.9663400026833338,Maize,Sandy,1.9035632714757496,5.63512048220153
3517,Agender,Moderate,3.219467667996628,Maize,Loamy,4.027061105912228,9.974217025011257
3518,Two-spirit,Moderate,4.184743793735481,Maize,Loamy,5.334202737432085,8.23889747290709
3519,Gender neutral,Moderate,1.0150707782021322,Wheat,Loamy,7.036262144685903,7.568134589064914
3520,Transgender,Moderate,3.525509745581717,Rice,Clayey,5.459065222972657,5.068114720245796
3521,Genderqueer,Limited,3.3860640027945235,Rice,Clayey,9.214824087520649,3.8075500826723445
3522,Third gender,Moderate,2.27260874321664,Maize,Sandy,6.478051110398322,8.703106868354643
3523,Two-spirit,Abundant,2.8056920144198814,Wheat,Sandy,1.3569886872209371,6.1095950198291735
3524,Non-binary,Moderate,1.9878528966472837,Maize,Loamy,2.022903721595209,8.319294560097092
3525,Two-spirit,Moderate,4.159542951807371,Rice,Sandy,7.781460053325027,5.389783386138808
3526,Female,Abundant,3.5381397334644307,Rice,Loamy,7.442089267116648,7.785617446108903
3527,Transgender,Moderate,3.130846488155941,Maize,Sandy,2.3814730164313462,8.809669528045253
3528,Pangender,Moderate,2.570104793671309,Maize,Loamy,1.5301779495909944,4.522510238229996
3529,Pangender,Moderate,2.1655375440829285,Rice,Clayey,6.208460698958817,1.1221261291361433
3530,Agender,Limited,4.290945944173726,Maize,Loamy,6.721649488240601,3.294339094188181
3531,Agender,Moderate,2.805630681734276,Rice,Clayey,2.217696737615514,9.23423536975968
3532,Female,Abundant,3.005789679366691,Maize,Clayey,5.262573889367338,7.187880344970619
3533,Third gender,Abundant,3.0833149221629665,Wheat,Sandy,3.7524837620657165,7.634968447932463
3534,Agender,Moderate,2.793467741726306,Rice,Sandy,9.381750810731988,3.9275975283887927
3535,Gender neutral,Moderate,2.024353704953695,Wheat,Clayey,2.972798230504641,7.311456862074956
3536,Transgender,Moderate,1.481361760972208,Maize,Loamy,7.5993465331296965,6.816539308684827
3537,Female,Abundant,1.3941490686709628,Wheat,Loamy,5.663205220099038,2.605362971293261
3538,Male,Abundant,4.029850093362755,Maize,Sandy,1.1036891082343905,9.718216996875801
3539,Non-binary,Limited,1.8941112892060454,Wheat,Loamy,5.6529872489135595,4.18623034012966
3540,Female,Limited,1.2226912598159023,Wheat,Loamy,1.8952493492755134,3.96358276456038
3541,Female,Limited,4.1900696267835436,Wheat,Loamy,6.931559762427805,4.322453898071782
3542,Pangender,Abundant,1.616246611442592,Rice,Clayey,6.08971177343415,1.825476537886924
3543,Genderqueer,Limited,3.500584366933416,Wheat,Clayey,1.0938450460012712,6.624671653838942
3544,Third gender,Moderate,2.354573085791453,Maize,Loamy,2.842235466246832,3.1476181937175713
3545,Genderqueer,Moderate,1.5059210267652379,Maize,Sandy,7.986025475848204,8.229814807457629
3546,Gender neutral,Abundant,2.6579239170174396,Rice,Loamy,3.4819535287181904,4.547405621205512
3547,Male,Limited,1.0592354445305006,Rice,Sandy,5.493550610467478,5.127026340615868
3548,Pangender,Moderate,4.364179930050241,Maize,Clayey,3.807987529682654,6.817798487040031
3549,Male,Abundant,3.053991845367429,Wheat,Loamy,9.29374170757786,7.856840205583652
3550,Gender neutral,Limited,1.5566400436318473,Maize,Loamy,5.829193160050908,3.0800377436330053
3551,Genderqueer,Moderate,1.9479212735559388,Rice,Sandy,7.265561633704188,9.696648967463315
3552,Female,Limited,2.7919007685541066,Rice,Sandy,1.7512849422739718,6.600893913700131
3553,Agender,Abundant,1.7554775312621946,Maize,Loamy,1.3630238877947694,1.0507476115034882
3554,Agender,Limited,2.0743966460043435,Wheat,Loamy,3.333053755604178,4.7405998893119605
3555,Two-spirit,Abundant,3.1375422569410527,Wheat,Sandy,3.7822086302828866,4.931360385676788
3556,Non-binary,Limited,4.3304360521535425,Rice,Clayey,7.189124870619117,8.282484783769572
3557,Third gender,Moderate,2.607358742759683,Maize,Sandy,6.122174524411971,3.7462579670845346
3558,Gender neutral,Abundant,3.867901094214193,Maize,Loamy,4.371216462414868,3.981038646654671
3559,Non-binary,Abundant,4.506736853842593,Rice,Clayey,6.887057357602098,1.6344468356731112
3560,Third gender,Abundant,1.865203761184648,Maize,Clayey,2.4720917260265844,3.551914220732333
3561,Non-binary,Limited,4.22876788160864,Rice,Clayey,1.571407253332353,7.4526553133726505
3562,Genderqueer,Limited,4.02960879332411,Wheat,Clayey,8.690545830863805,6.712812276038377
3563,Third gender,Moderate,2.42774919179254,Wheat,Loamy,6.075515154419898,1.7325467920710464
3564,Genderqueer,Abundant,4.958079838003469,Maize,Clayey,6.841857462736791,2.0322450290330467
3565,Female,Abundant,2.050289485743828,Wheat,Sandy,3.765180256746167,4.392333675325972
3566,Pangender,Limited,2.0192130641267823,Wheat,Sandy,4.347594619639297,7.693819859269087
3567,Genderqueer,Limited,4.089036658612791,Rice,Sandy,1.7413070243767814,8.496264503157668
3568,Agender,Moderate,2.738629272204337,Rice,Loamy,8.71289369021596,1.1316163870901566
3569,Non-binary,Moderate,2.323179979124173,Maize,Clayey,6.331955050710413,3.9610951957666063
3570,Two-spirit,Limited,1.7146512213564118,Rice,Sandy,1.7526489686194657,4.818356772657175
3571,Transgender,Abundant,4.061329723738176,Maize,Sandy,8.240766397525006,9.20019529711411
3572,Third gender,Moderate,4.145287224544308,Maize,Sandy,4.99703832565277,5.512659019384985
3573,Gender neutral,Limited,3.266256012920562,Rice,Clayey,7.885912151530119,3.427306887211154
3574,Two-spirit,Limited,4.8292544527654915,Wheat,Sandy,1.113578758802332,4.510423586474603
3575,Agender,Abundant,2.272653081690617,Wheat,Clayey,1.2586572727491037,4.927909973452724
3576,Genderqueer,Limited,1.8784761819173488,Wheat,Clayey,2.537046629039302,7.029962861763506
3577,Pangender,Limited,3.7098670757378476,Wheat,Clayey,2.8982490052661185,1.369790046706827
3578,Female,Moderate,4.033634563198818,Maize,Loamy,7.87559977279124,4.505064967219153
3579,Transgender,Limited,1.8996238822072895,Wheat,Loamy,7.360247476149383,6.818991732230062
3580,Male,Limited,1.306443057044453,Maize,Clayey,6.544793072168454,3.549900838279577
3581,Two-spirit,Moderate,4.2420659463454875,Rice,Clayey,8.96373006835005,6.325759059977387
3582,Pangender,Abundant,4.90600789458405,Rice,Loamy,3.2243390529072964,4.215510370936396
3583,Male,Abundant,3.5786891442891373,Maize,Loamy,9.139644135140035,7.828487807560979
3584,Transgender,Moderate,2.1114676005755766,Wheat,Clayey,9.185239623386641,1.5453792681624412
3585,Gender neutral,Moderate,4.986690434211168,Maize,Loamy,4.908337841681776,9.261657826312208
3586,Gender neutral,Abundant,4.5730665450683095,Wheat,Sandy,1.84947580378152,2.5445129315407806
3587,Non-binary,Abundant,3.0535225851211756,Wheat,Clayey,7.539039173705725,2.426923780744142
3588,Transgender,Abundant,4.3012851393673355,Maize,Clayey,4.032358053823712,8.565786502958913
3589,Transgender,Abundant,4.263282093051867,Maize,Loamy,8.154365656930576,8.823546307214997
3590,Male,Abundant,4.739195878693998,Wheat,Sandy,2.473212555134228,1.8367598210122025
3591,Pangender,Moderate,4.36369537509384,Maize,Loamy,5.855636022169288,9.178470352134193
3592,Third gender,Limited,3.574716943828658,Wheat,Sandy,5.572663572863898,3.459680800560786
3593,Male,Abundant,3.4372148758260295,Maize,Sandy,1.9028304151265214,6.5675951686725
3594,Female,Abundant,2.869429153326447,Rice,Clayey,4.2699954310539265,1.6173414136710618
3595,Gender neutral,Limited,3.5059425598830294,Wheat,Sandy,1.7627978210205524,4.4259499101538085
3596,Gender neutral,Limited,4.180866346121531,Rice,Clayey,5.182662785610227,5.05652148194084
3597,Non-binary,Limited,4.876150505210213,Maize,Sandy,8.586141027524135,6.398439124206795
3598,Female,Limited,2.8691494327284803,Rice,Clayey,3.431842869737185,5.727447742730191
3599,Gender neutral,Limited,3.2946128119550284,Maize,Sandy,7.883757884686937,5.153436653424333
3600,Male,Limited,2.779221980235127,Wheat,Loamy,2.6508467405121072,9.63676190589029
3601,Female,Moderate,3.673954483933616,Maize,Sandy,7.063614347415863,2.6652049928898323
3602,Male,Limited,3.519682016245038,Maize,Loamy,9.239836599374046,2.421948075820014
3603,Third gender,Limited,1.0713351607744932,Wheat,Sandy,3.915352734091928,7.420771548106044
3604,Third gender,Moderate,3.1646462364026338,Maize,Sandy,9.103704742797564,1.6709669638320892
3605,Gender neutral,Limited,1.353947582796056,Wheat,Clayey,5.54878833873755,5.3460231039484905
3606,Gender neutral,Abundant,1.1055344720221534,Maize,Sandy,3.8512461984909176,5.356478072369865
3607,Pangender,Abundant,4.164788648338793,Wheat,Sandy,9.068574116003782,3.790227978631822
3608,Third gender,Limited,2.034599448637202,Rice,Sandy,1.2883354009275536,9.37399367512178
3609,Two-spirit,Moderate,2.362620309149197,Maize,Loamy,1.252169661455294,3.5428909158641027
3610,Two-spirit,Abundant,1.2563383504162648,Maize,Clayey,6.398466437856996,3.595977570144219
3611,Non-binary,Moderate,1.7180010419774026,Maize,Clayey,8.170756455972109,3.1086996780134903
3612,Third gender,Abundant,4.0624192730311695,Wheat,Sandy,7.763916766942956,2.3120923169850673
3613,Male,Limited,2.9741233209304836,Maize,Sandy,1.7152255301644497,4.276099498136075
3614,Male,Moderate,4.522673850200594,Wheat,Loamy,9.55226074180202,7.127985340003871
3615,Agender,Moderate,2.5889685258673407,Maize,Sandy,7.32757183873764,7.679465764936802
3616,Female,Moderate,2.074802943017073,Rice,Clayey,9.542008483549651,8.32077024787613
3617,Genderqueer,Abundant,2.390399257834604,Maize,Clayey,3.961879830766919,2.777894996784027
3618,Two-spirit,Abundant,3.851087174067618,Rice,Loamy,7.245452151845357,1.3206941941575678
3619,Gender neutral,Abundant,3.220022689337944,Wheat,Loamy,8.739448720601366,9.772172726395526
3620,Non-binary,Limited,4.6167648302097115,Rice,Clayey,4.4241780083886395,1.1289926735778568
3621,Genderqueer,Abundant,3.4086750775555332,Maize,Loamy,9.683739268917131,9.646109541622527
3622,Transgender,Limited,2.9720728339260125,Maize,Sandy,3.384935120984869,8.4593297684062
3623,Non-binary,Moderate,4.143010895546931,Wheat,Sandy,3.840522634190986,9.208672849226229
