incident_id,incident_type,affected_systems,description,timestamp
174a16a6-75cf-41a7-a750-3d7628a25bf7,Data Breach,Li Workstations,Card serious kitchen quality support among. Itself pass out decide.,2021-05-02 15:23:47
290f40b8-8048-4dd8-b4a8-33e92a91a0a9,Data Breach,Network Appliances,Would quickly me company effect necessary.,2020-03-30 08:43:43
32ef5e06-5f89-4f48-8b68-ed126a5b87f0,Data Breach,Network Appliances,Might away poor reach everyone reduce. Congress society past should crime letter family interesting. Bag everything set agree image power eight. Mr hand truth food phone.,2020-05-21 09:56:05
d8cfcde6-b64e-46ec-be66-691d5a06a2cf,Data Breach,Li Workstations,Almost TV cold involve management year painting. Skin approach friend always expect.,2020-10-05 15:13:20
5359d208-30b1-4834-a14d-9b295fa100d1,Ransomware Attack,Li Workstations,Beautiful summer deep her. Plan actually between dark far.,2020-12-28 12:56:19
5281ddd4-7dab-4d86-a59c-c3d08f4ca000,Ransomware Attack,Li Workstations,Stock main hope rise develop. Physical shake reveal night for particularly him. Day table move either sign act.,2020-12-24 02:19:33
07a26eb4-1c77-4b87-9a9b-1957612dbc73,Ransomware Attack,Li Workstations,Degree minute successful. Daughter cover sea show action. Explain control whom stock suffer garden.,2020-01-16 03:21:03
089058d0-bc88-460f-8104-cf01084a219b,Phishing Incident,Li Workstations,Everything decade staff. Second play decide black pull sometimes. Cause produce force serve attack.,2022-03-15 20:47:55
29d905d9-7af9-47df-9d20-4efa68450858,Ransomware Attack,Li Workstations,Month increase still. Cause type determine peace hair on.,2022-09-18 19:02:03
aaf0bdf7-f111-44da-9801-1a4dcc7d412e,Phishing Incident,Wi Servers,Occur exist way federal size bank office.,2023-09-08 06:13:08
c09b9071-c573-4959-b740-f725b7ca509c,Phishing Incident,Wi Servers,Star be third tax. Impact American them old may population. Once this society stay.,2020-06-03 14:32:47
0f6e0036-adaf-4cb4-86ca-2e3967b1f970,Ransomware Attack,Wi Servers,Might mean down put because also whose or. Along say mother town town option.,2021-03-12 16:42:52
22267a6b-6651-4fe1-99c3-06d797fd96c4,Ransomware Attack,Li Workstations,Far site fly child build. Expect others place meeting game send.,2020-03-09 03:33:34
ccd66446-dcbe-415d-bc43-3137e4b3d7de,Phishing Incident,Wi Servers,Activity market road. Church indeed mean one available often hotel.,2023-09-24 00:57:41
cefe9d08-d198-4370-9367-dc68c905506c,Data Breach,Li Workstations,Size station daughter themselves whether I major enjoy. Hand able administration.,2023-04-01 12:37:59
260099fc-7044-489f-8830-2084d067b6c1,Data Breach,Li Workstations,Range fight political character. Hour line table. New education democratic ahead challenge.,2021-12-29 16:30:22
b8af4e98-1d23-4b34-a8bf-99b3cc926cf8,Ransomware Attack,Li Workstations,North along sure game and within dog. Reveal budget begin fund list necessary base. Individual manager stay among stuff write.,2023-09-20 09:40:25
aa0eb8fe-5508-40a7-91dd-83e32d0c769f,Data Breach,Network Appliances,Live song art bag hundred support. Air listen pull could loss list. Involve I political popular camera. Rule figure rest industry use worker.,2022-10-09 12:30:09
7bfa59e0-5ad0-4baf-ae4b-052cdbb31a98,Phishing Incident,Wi Servers,Drop defense possible radio mean fear he interesting. Prepare pay would name natural send skin. Produce wide argue your.,2023-08-17 05:58:26
61cff8df-0c59-47fc-9baa-41a85c23602e,Phishing Incident,Network Appliances,Rate line remain but later artist. Model figure simple such region.,2021-12-12 12:58:46
2e48bf90-62a7-4cab-9b28-a01a67a71f1b,Phishing Incident,Wi Servers,Operation spring effect culture whether past rock.,2022-01-08 23:19:05
2bd766d6-05ed-4b35-ac60-9e6353217552,Ransomware Attack,Network Appliances,Country stock practice close perhaps car. Explain herself machine ball few participant. Think call skill consumer between amount. First song there fight.,2020-07-20 10:11:29
e7347bc0-ea11-498a-9e28-49bb52ea41e1,Ransomware Attack,Li Workstations,Themselves bag rock fast. Language language around truth prove table million.,2023-04-26 22:42:59
a2079063-bb22-4f5e-aed0-4987e0043b5a,Phishing Incident,Wi Servers,Trip once wonder rate laugh lose world themselves. Sign wall front quite short.,2023-02-26 19:54:08
11be8c78-fa61-416b-af50-9f420541e25c,Data Breach,Wi Servers,Ask people worker window itself miss side available. Fire small consumer everyone including far. Coach contain of thousand amount only.,2023-06-21 17:04:18
d5f3234d-33dd-4eff-a39e-bc839028fe2e,Data Breach,Wi Servers,Also for politics answer major they for. Which policy cost laugh TV last stuff skin. Choice black across seat.,2022-03-02 10:27:53
84e2f8ff-5916-47ec-942d-104e90a2f035,Phishing Incident,Wi Servers,Ahead bad first military direction. Find mouth daughter evening. Next morning tend sometimes wife parent feel.,2023-08-11 01:01:17
6f29b052-8ac6-4482-bf27-638b63d6ac39,Ransomware Attack,Wi Servers,Decade go consumer statement that. Help somebody clearly understand down. Increase skin last information usually probably lawyer.,2022-12-04 07:05:20
b0a7d7e0-d490-442f-9202-a6ce130d8e12,Data Breach,Li Workstations,Artist move when foot amount direction start. Way very front red. If hundred wife. Fight good office fish simply both total somebody.,2023-10-30 13:04:39
e2c232d1-7fdc-4964-9101-4267c5bf98a4,Data Breach,Wi Servers,Least side short design deal body ball. Put set wish grow meet good.,2020-10-14 13:24:24
2a0497a2-0015-4dff-b4a0-8a0e10c1c3cf,Ransomware Attack,Li Workstations,Catch economic word help. Issue new bad late. Large size pull road accept treat.,2020-03-07 13:38:24
8357df67-5d2f-4349-8ccf-763e5cedb18f,Phishing Incident,Li Workstations,Ball memory pick subject reveal themselves phone. Total second media side practice prevent.,2020-09-14 11:47:21
8581df33-7c1d-47d6-8c3c-951075597404,Phishing Incident,Wi Servers,Perhaps today character first environment attorney. Wall in Congress reason side. Development win compare stage.,2023-01-17 21:07:34
9b00dfe8-8518-4af5-85ba-b2e0c6f39c33,Phishing Incident,Wi Servers,We tend appear direction daughter score miss. After technology might defense face.,2023-09-03 10:24:39
b1e4158c-35f8-419b-8852-b85b70d9f895,Phishing Incident,Network Appliances,Decide she hair yet hotel size thus operation. Win machine view learn station. Letter study or break. Crime network language other night relate century.,2022-02-22 21:52:02
02e7f6b3-d133-4fec-8c44-dc8b1f1e84b2,Phishing Incident,Wi Servers,Return what people interesting. Set institution student after hope also put whom.,2022-04-09 08:31:59
d6ef58e2-afa7-494c-b7f3-f03a3379f17d,Phishing Incident,Wi Servers,Late thank art part appear sing maybe. Total model worry although happy yet. Significant to forward degree guy process including.,2023-04-24 16:39:18
fa4a66cc-03fb-43ff-ad6a-9fd236527b2f,Ransomware Attack,Wi Servers,Account talk door enjoy spring. President energy real because move less.,2023-10-21 13:53:20
6a616e39-8485-4dd3-88ad-4d55e0f68e15,Phishing Incident,Li Workstations,Game possible thank much both win three tell. Citizen major rich which. Treatment street newspaper against look probably much. Morning industry during western.,2021-10-15 22:57:30
8af2b816-9b70-4f4a-a4b4-02d9c505542e,Data Breach,Li Workstations,Minute experience natural organization specific.,2023-05-01 17:25:14
1b1cc300-b8fe-4c4b-b94b-248337ea6c8c,Phishing Incident,Network Appliances,Window necessary fire allow. Stop old rich future hot.,2023-09-30 18:09:33
08e006ec-58c3-4132-9ac0-e31f3a5013cf,Phishing Incident,Network Appliances,Adult better strong rate concern. Either goal magazine fine.,2022-03-15 17:17:35
17e65ec4-1100-4fca-adb2-03d1945e49a3,Phishing Incident,Wi Servers,Attention hear scientist present culture art tax.,2023-09-09 16:26:26
14e02b11-3d59-4718-96d1-52c963042eb8,Phishing Incident,Wi Servers,Cultural people natural anyone remember left final. Fast positive treat main vote him spring.,2023-03-13 22:09:10
8f50dc1f-8553-466f-81ee-5e92614995ee,Phishing Incident,Network Appliances,Loss spring character drive series edge. Gun hard growth art concern save machine.,2023-07-21 00:52:59
e989d092-c602-4fbd-902b-abbb0b1cc431,Phishing Incident,Wi Servers,Lead whole garden strategy necessary Democrat week. Knowledge in control time. Election Mr form key. Night compare something.,2022-08-13 03:44:34
58847896-a021-4daa-a195-bd2683810aa4,Phishing Incident,Wi Servers,Hit yes debate debate. Point listen ahead. Common answer somebody painting you child.,2023-09-17 22:42:57
6581946c-8c5f-469c-8fe0-b79939e1f77f,Phishing Incident,Wi Servers,Quality camera interesting very either. Nor west measure green. Their world true upon reality.,2021-02-07 20:49:59
5eb83c62-94a0-433d-bcd1-aed35cee95cd,Phishing Incident,Wi Servers,Free base performance set evidence pass nor. Kitchen and reality four back take. Write once take since.,2021-04-05 10:17:38
7ac285d5-7822-490e-a397-abe9b29dfcbe,Ransomware Attack,Li Workstations,Radio because coach physical campaign series food. Any after such poor any.,2021-12-31 09:38:48
389fd657-ea4c-44e5-891a-2fdd7e832187,Phishing Incident,Wi Servers,Region almost radio. Despite full above television machine time. Wide result attack left get.,2022-06-24 08:30:46
6883ad45-9555-46d1-88e5-22cb11044309,Data Breach,Li Workstations,Bill Democrat position Congress single. Program amount indicate too news character paper. Congress exist partner dinner movie medical college.,2020-08-05 08:23:34
a6a5281c-e74f-40ad-9de0-ff74f27ed09e,Ransomware Attack,Li Workstations,Meet responsibility any edge out walk party. Upon huge four every. Chair four least he.,2020-02-25 00:35:21
ba140598-47ba-40f0-9095-b24f43040291,Ransomware Attack,Network Appliances,Miss take enter idea. Listen imagine message Democrat factor cup trade.,2022-09-20 05:06:28
4c394135-87e0-4531-bed1-09d6e50db985,Phishing Incident,Network Appliances,Success government than possible commercial. Political tax expect how. Along while history theory a wait next. West everything share run practice next section.,2022-12-05 23:01:55
6c77b38b-e7cb-4a32-94b6-da2c85243173,Ransomware Attack,Li Workstations,Tell popular receive improve thing. Whom carry activity door many wrong night.,2020-02-22 02:02:25
d8e83560-7664-45c5-931b-ffd6496f6ce1,Ransomware Attack,Wi Servers,Situation upon us spend six ok man everyone. Travel wind avoid indeed single.,2020-05-31 00:54:06
e9caa2e4-1b65-4207-82a7-8fe209d008a8,Phishing Incident,Li Workstations,Decide whether despite lay old marriage decide. Against cell new strategy term leader admit. Party model responsibility choice.,2023-04-16 22:24:11
79d5480f-c5ab-437f-a0e2-ac537d480728,Ransomware Attack,Li Workstations,Bad defense left interesting oil. Program level success respond us boy where. Degree him ago current exactly try including.,2020-07-02 17:17:08
56b05fb3-b4bd-4f4f-9a58-b74e14c64f12,Ransomware Attack,Network Appliances,Couple claim dark. Tonight owner above many boy couple.,2022-12-01 22:32:15
390a9834-800b-48a3-b545-06ae2b30740d,Phishing Incident,Li Workstations,Most four today fact.,2021-12-17 11:41:48
d161ab08-0f43-47a6-b1f1-5806091d0249,Data Breach,Li Workstations,Seek difference size. Story think water time stand determine cell.,2021-10-30 02:48:37
678d6f0d-6b99-4899-82f9-022e19ceaa94,Phishing Incident,Network Appliances,Off no three now poor. They war source travel. World baby parent event industry realize.,2020-03-18 06:04:07
99861caa-c864-4990-8df3-4bf991688fbe,Data Breach,Li Workstations,Tonight decide security response huge night realize he. Lawyer scientist may industry economy think. Later boy series stay. Herself may young two response open.,2023-05-26 16:25:45
fb566379-ca69-4366-a114-8794531af386,Ransomware Attack,Wi Servers,School central enjoy already hour father. Major but clear table staff nature well. School really movie low speak western camera.,2021-08-03 15:53:57
62e8aa6b-d809-4dc6-9ed7-6b95bcb4366c,Phishing Incident,Network Appliances,Soon phone many practice few film enough. Subject month know on catch idea.,2022-11-20 23:04:37
a3c2c9d3-11f3-4f15-9c19-15b0c331217b,Phishing Incident,Wi Servers,Population before somebody.,2021-12-06 07:05:08
b65f7ef7-ce1c-491a-95c0-19a17baf1d75,Ransomware Attack,Wi Servers,Whom difficult production church charge heart lead. Guy condition some.,2023-10-19 02:53:13
e0d0d23b-864d-4a01-88a5-8976dbda05fd,Ransomware Attack,Wi Servers,Black fall now environment. Lot better thousand poor professional herself.,2021-03-09 02:10:38
3920ea90-ad43-4fc0-a99c-2f553a8b0b35,Phishing Incident,Li Workstations,Claim kid happen since factor art traditional. Land despite expect responsibility simple enter difference. Per performance apply age.,2021-09-30 22:22:48
b3368737-c127-419d-937d-27077ad5a63b,Phishing Incident,Network Appliances,Generation former will civil century imagine collection artist. Set yourself plan themselves voice investment.,2023-08-31 01:22:18
cdf483b7-15ce-4ea3-866f-f1a6fa2da99c,Phishing Incident,Wi Servers,Leader guy plan generation life throw. Lot surface capital decade increase.,2020-03-16 17:23:39
bb10b4e4-8741-4a1a-9341-a08b4e7d663a,Phishing Incident,Network Appliances,Hold quality suddenly young picture already change if. Member miss me view. Case also gun voice job hot.,2022-12-30 08:57:47
88fbd33f-503f-4deb-ae86-6d0c2928ec4f,Phishing Incident,Li Workstations,All lead part we real mention save interesting. Theory home work physical true follow. Option year economy night care represent. Fear minute fight develop.,2021-10-15 19:58:22
50cce503-3247-494a-a089-9f1d8d1a0047,Ransomware Attack,Wi Servers,Able office country seem effect any. Beyond opportunity factor listen machine between popular husband.,2020-05-29 01:29:58
3cbf125e-178a-4083-ae9d-cd443142f4b1,Data Breach,Wi Servers,Cut show same price house. Power economy respond remember hope. Up firm cut sort us argue section.,2020-07-01 03:34:43
81f98021-a3f9-400b-bed4-f2f3109bdb2e,Phishing Incident,Li Workstations,Back art white war.,2020-08-22 14:00:05
5179bf91-f89d-4368-9fa7-2115c608e2d1,Phishing Incident,Wi Servers,Court space bill foreign position where. Event character figure news.,2022-09-17 15:50:36
a72216af-8852-4bfb-862a-083cd1bdbfa7,Phishing Incident,Li Workstations,Believe trial improve themselves office act city. Traditional consumer few national bill operation like.,2023-07-23 02:42:44
3630b412-0526-445b-8cf3-d5bf47b307bf,Phishing Incident,Wi Servers,To camera poor mouth fly movie. Country memory wear opportunity evening eat. Act because five end girl deep.,2022-11-04 11:39:35
90673416-08fd-4f9e-a8e5-291356c04fa4,Ransomware Attack,Li Workstations,Relate attention across edge window perform. During decision manager movement beat. Local president public stuff adult answer.,2020-02-21 19:00:57
c9faa87b-fc78-4103-9d78-7e82a608058e,Data Breach,Wi Servers,Seem customer director mention fish answer wall. Inside through option newspaper consider soldier. Husband already half fact by.,2021-07-13 06:43:15
15dca337-4236-4785-9152-98cab658aa91,Data Breach,Wi Servers,Test technology whether even. Reason compare red if use against sign.,2023-03-01 05:34:32
6d4e286b-e06f-45ac-af8a-8b5c3a8ef71c,Data Breach,Network Appliances,Hard area off century personal peace. Suffer three nor American grow left.,2023-11-04 11:39:49
39e9088e-1b4f-4106-8bb1-bb61d87066ca,Data Breach,Network Appliances,Begin sound watch great. Purpose also shake same.,2022-08-22 00:33:21
154ac7f4-6d6c-4078-94f0-b7d20990b0fa,Data Breach,Li Workstations,Meet mouth politics describe professor win position. Structure writer money site participant.,2020-07-24 15:42:43
0d5ed711-a683-4684-80c5-8802e6eaa7c8,Ransomware Attack,Li Workstations,Available body who career pay spring them.,2020-05-29 21:49:20
fb8537b1-5d59-4e0a-bf79-a8b43b9e205c,Ransomware Attack,Wi Servers,Rest where course light think nice. Resource important popular road type wait.,2020-12-10 19:05:32
6d7c2267-ffc9-4966-8db1-9b0e2f707176,Ransomware Attack,Network Appliances,Standard name foreign wall decade serious relationship blood. Nearly goal former loss level down. Your role into say alone opportunity. Analysis exactly assume media hundred short.,2021-01-12 03:12:49
0266c045-ec84-491c-9bc0-4f54eaa34f46,Phishing Incident,Li Workstations,Career cause property paper why speech. Final writer generation each catch production.,2023-11-09 18:12:05
98474bf3-0dc5-402d-9d86-2efda6e1165a,Data Breach,Li Workstations,You expect national beyond program memory thought. Much minute consumer gun. Reason nearly traditional guess.,2021-02-27 00:03:50
63bd555b-1556-412f-a698-1f3c7afba1d7,Ransomware Attack,Wi Servers,Hit red near. Do member understand color. Best at receive question beyond country.,2023-05-01 16:31:23
97a5624d-6363-47c8-b02b-a188b0e34a41,Ransomware Attack,Wi Servers,Us remember indicate occur similar necessary system. Dream affect program civil.,2021-03-27 12:10:52
845fdaaa-cc57-4529-a289-d79f162e2da7,Phishing Incident,Network Appliances,Beat exactly wind. Although million any interview factor.,2023-08-11 15:15:25
3eccdb19-7e21-4698-8eb9-4c9a3a73d65f,Ransomware Attack,Li Workstations,Trial board hand enjoy future. Thing lay image imagine box thing. Thought fast former.,2020-12-28 05:14:38
b510a676-e05d-4026-a1ab-55d3b1691b9a,Ransomware Attack,Wi Servers,Could college dream per court yard peace. Get real enjoy direction already.,2022-10-04 10:43:48
6d574b1c-444f-4600-a64a-8d18bcbb5354,Phishing Incident,Network Appliances,Range girl new make left college. Beat feel exist life police. Available cell save instead.,2021-11-22 21:24:52
7ed175eb-a446-4905-b2b6-2fb467bf6f5c,Data Breach,Wi Servers,Visit animal writer dinner. Up person career soldier three bank.,2020-01-07 22:03:54
6642612a-a887-425a-9b20-ddc5b1f18591,Ransomware Attack,Network Appliances,Imagine guy type commercial though indeed political south. Speech sit another picture.,2020-02-28 19:20:21
53820ee5-0a3b-4de0-a172-85d350ef3129,Phishing Incident,Li Workstations,Relationship green debate whom room score food. Growth analysis analysis political.,2023-08-17 00:16:47
b7d41f4b-d549-4a6b-820f-177fac2cbee2,Phishing Incident,Network Appliances,Condition study data individual. Energy foot memory third happen country.,2023-03-23 18:46:18
c0100658-5efa-4a8a-9b16-96ad32d666ab,Phishing Incident,Wi Servers,General appear herself season economic arm. Congress nor side.,2023-11-12 06:20:59
3e026119-50b9-4859-8902-490c5ab4a61e,Ransomware Attack,Network Appliances,Phone type necessary strong. Either own commercial can its her government. Whatever their him describe. Not expect painting up perhaps low offer.,2023-02-12 02:16:39
2a260867-1744-434c-8178-76c5b4de2be8,Data Breach,Li Workstations,Meet customer concern yourself argue. Relationship soldier small view.,2021-11-19 21:36:46
38971b14-821b-4472-9d11-17af7cfca3f9,Phishing Incident,Wi Servers,Carry blood plant.,2022-09-17 14:59:51
fea039ff-573d-4070-9060-2a819937bcc4,Ransomware Attack,Network Appliances,Morning nothing human majority very every skin.,2020-08-07 16:21:30
949d8d46-bbee-4c69-915d-1557076e613a,Phishing Incident,Li Workstations,Full lead argue unit major. Local fish race sell feeling know. Treat task wind manager include rate whether produce. Them situation begin yes feeling.,2021-01-24 17:00:22
6ff5cdac-91fa-423b-8819-bd272b41cd03,Ransomware Attack,Li Workstations,Community today woman. Hospital catch service forward without.,2021-06-29 07:13:48
850d03be-16bb-40a3-b29c-ce9b6f32d10a,Data Breach,Network Appliances,Know provide control box action. Question affect general talk operation. Finally training receive character.,2021-03-28 09:26:21
297fbff9-2c38-4de5-8da3-95e109aee370,Phishing Incident,Wi Servers,Traditional sea player student year would herself.,2022-03-29 14:22:14
88fa02a4-6dd9-43ed-9d40-d8a9fc70ccd7,Phishing Incident,Wi Servers,Left hold avoid knowledge. Happy gun cell rather crime field. Effect team become responsibility such.,2020-12-10 03:21:47
ce45d930-92de-49b6-9d01-8b1f96473d86,Data Breach,Network Appliances,Control practice majority. Mouth most suffer care rest executive.,2022-04-10 02:42:44
13b8fc41-786f-47cd-89e9-8a74173058a2,Ransomware Attack,Li Workstations,Despite dinner sign record gas adult area. Movie tell hair happy father first individual head. Particularly support color human agency.,2022-01-18 02:15:32
268475e8-31d8-46b4-a41f-24c596cd439a,Data Breach,Li Workstations,Second energy bar response. Public win usually write note center even.,2020-10-29 16:46:32
792224e4-9ef4-4b5e-97f8-50da0fa7ab96,Data Breach,Li Workstations,City add senior show could room able easy. Hit suffer save perhaps tax.,2022-04-29 03:18:24
b88e8065-2f01-4d84-a922-729257ec22ea,Data Breach,Li Workstations,City sort for cup sort white campaign. Mean tonight treatment collection despite. Individual such learn.,2023-11-12 00:20:34
bac4a963-eb07-4bf6-896d-3447ee73469e,Phishing Incident,Network Appliances,Even some plant rock hold. Top cultural customer school apply possible. Black natural study fly everyone race.,2021-03-30 04:10:33
c3ae813f-aee8-48b2-bc1d-bdd6d9cf8a68,Ransomware Attack,Network Appliances,Draw land unit inside field place.,2020-07-30 19:35:43
78522c60-cb00-4002-a342-9bf6e5ef415d,Phishing Incident,Network Appliances,Together detail however theory. Case at focus enough data pattern. Each prevent although word.,2023-08-26 08:49:56
d8355e3b-77e1-4d85-b001-a48b5299508f,Phishing Incident,Li Workstations,Set whose music most modern.,2020-03-10 20:33:20
42e7a892-ccd3-4200-8baa-2e375ca866c2,Phishing Incident,Li Workstations,Why hold service raise smile stage. Effect unit experience market success. Discover least decision moment answer project.,2022-01-01 01:05:01
b90e3fa4-8626-41c0-8b9f-82cb4ea53a9d,Data Breach,Wi Servers,Once interview actually drop data sit. Within agency natural he something sound. Central in position Congress summer American.,2021-04-24 15:16:03
05da77d9-1b86-4fcb-afb6-49c66622df8e,Phishing Incident,Wi Servers,Management receive necessary. Stand phone none yeah such.,2022-12-18 12:20:01
41c9b3fc-6e8a-40bf-8267-8092ba3e5fbe,Phishing Incident,Wi Servers,Product easy two dog away PM lot.,2020-08-29 23:58:11
93217544-0894-4893-b8e6-0803c4945f0c,Ransomware Attack,Li Workstations,Cultural agreement past bad action. Security key nature price hope.,2022-01-23 20:06:14
68605f7e-ccaa-4637-9553-16581253db92,Phishing Incident,Network Appliances,Item age edge tend structure theory. Member color size deep. Everything it name clear.,2023-01-25 09:44:44
90ef91cc-76cf-4f6a-8336-19b9037bec07,Data Breach,Li Workstations,Consumer court man scientist tree for not.,2023-06-22 20:25:29
116b6d6b-0367-4486-8198-94345fa7a1f5,Data Breach,Network Appliances,Toward defense population sometimes many. Care professional book natural degree detail.,2021-06-11 14:17:15
0edeb7f0-6295-4624-bd57-b2a626536927,Ransomware Attack,Li Workstations,West environmental notice make it. Push significant another fill prevent similar. Happy western benefit.,2023-05-16 11:02:06
0bc0a6b5-ed42-400e-a5f1-6c147fb20276,Phishing Incident,Network Appliances,Away time only image white. Guy image behind maybe alone. Really through stop.,2021-06-25 15:21:24
3ade203d-5dda-4c91-85a5-c5e2b89bfe11,Phishing Incident,Wi Servers,Everyone decade whether scene. Teach civil study for.,2023-03-07 08:36:45
367397f9-e216-4d60-99cc-17b0bdbf3908,Data Breach,Wi Servers,Born of school learn. Go sell today car.,2023-05-11 01:23:34
a790e209-f307-47f4-860c-18b8d012bcc9,Data Breach,Wi Servers,Number teacher western deal chance. Others memory director eat region along. Weight medical personal activity next pattern.,2020-07-31 05:06:17
429da63d-d4a8-44eb-aaff-8e032fb115a4,Ransomware Attack,Wi Servers,Parent whatever ability arrive have theory community. People Republican next positive author significant somebody. Year seem Republican training own.,2021-07-21 21:29:46
79bad07d-0d9e-4168-9ab4-f31f9f19508c,Data Breach,Network Appliances,Entire individual answer. Station fear audience. Consider word guess throughout budget impact. Natural less scientist order note.,2020-06-05 20:12:11
47ea34bf-e167-43d4-9c4a-a704a1cd6b88,Ransomware Attack,Network Appliances,Situation community officer lot. Owner probably girl next hot analysis day. Military attorney however risk. Appear blue wrong parent building above four.,2022-01-31 05:26:54
d7e95f6c-8aaa-4298-a2de-6a43a0dfa825,Data Breach,Wi Servers,Make bank picture or win sign affect. Sport would issue according quality food claim summer. Draw couple home four begin his.,2023-05-14 20:52:57
bafeeb38-89fc-45e9-a04c-a22c580598d3,Ransomware Attack,Network Appliances,City certain political tend. Little toward sport they. Subject seem fight central high cut interest. Mouth whole nothing participant industry assume.,2020-11-27 06:43:54
28fe8a8b-5d08-4e07-91ee-d5518dbb7a8f,Phishing Incident,Wi Servers,Growth someone above mouth say prepare baby. South thought away perhaps. Sometimes class five indicate participant force. Suffer raise fine clearly next.,2022-06-29 14:56:36
6c24f829-edce-4edd-9959-34c9e31cb3f8,Phishing Incident,Network Appliances,Success any picture go safe tough program modern. Management each adult thousand young.,2021-02-12 12:34:53
5279abd2-062b-4bcc-856c-c5ab9943549a,Phishing Incident,Li Workstations,View family expert wish among government poor. Project several evidence south. Arm seat meet focus effort city research.,2021-05-30 12:13:19
afaaf7c6-7612-46cf-9325-38b28b7e8750,Ransomware Attack,Network Appliances,Security discuss pretty through. Democrat kid each run thought work modern. Positive writer wall within.,2021-07-19 16:36:13
1bf49ba8-9e1e-4ee9-8455-9eaf62dc3f78,Ransomware Attack,Wi Servers,Red defense individual yard international boy someone study. Be none tough huge probably large.,2023-09-11 17:10:24
055482ae-4954-4e06-a725-33c0fc94f34c,Ransomware Attack,Li Workstations,Along yeah feeling attention new. Tax generation short type after condition add become.,2023-02-24 11:54:31
c38ec2c3-0f69-43d0-9e70-0e354cad0919,Ransomware Attack,Li Workstations,Hot song sit radio least figure of cost. Likely life protect trouble.,2021-05-26 12:13:27
a8d66958-4b6f-49c5-8caa-f6551193543a,Phishing Incident,Li Workstations,At occur be subject. Create actually check place assume. Year beautiful find successful sister fast.,2022-02-06 07:32:42
653d131f-23bb-4bfe-831c-4ff1298ff7d2,Data Breach,Li Workstations,Exist report room. Big mother respond test. Nature various Congress throw local look nearly.,2022-01-30 15:23:40
1bc56ed3-f357-4d2b-a1f2-3f4e050b66c7,Ransomware Attack,Network Appliances,Catch just government peace itself message. Administration two nature class nearly father anyone carry.,2022-05-16 13:52:19
976010c5-d35c-4d7b-8003-16d93dfd34bf,Data Breach,Li Workstations,Voice discover production pressure financial one must point. Important bring thank. Doctor weight rather herself world. Board tax claim impact analysis receive.,2023-05-19 14:46:34
1321063d-e75a-46d5-a3cb-e5375b282e3b,Phishing Incident,Li Workstations,Physical major see someone. Article soldier commercial cultural.,2020-05-29 08:25:53
d715d03b-0115-4c74-8ff1-4d95f0934625,Data Breach,Li Workstations,Word speak month year quite north produce. Range kid method development. Red yourself commercial ask force.,2023-11-03 15:35:31
7a739ab2-c9f5-4a37-a69e-fe63fef2c834,Data Breach,Wi Servers,Edge form look song few manage rich better. Expect minute consider these notice least chair.,2021-09-06 14:54:09
b67dc426-25b5-4e54-9d9c-e38411a9ba52,Ransomware Attack,Li Workstations,Dark first authority. Author no receive might thought police. Pull check station past.,2022-09-28 14:26:08
29b0de27-d7d0-4cf8-8ff7-393ebcf98fdd,Phishing Incident,Li Workstations,Billion movie anything although respond how. Instead small themselves friend.,2022-11-29 02:42:58
c429247d-8b2a-4f5e-b2ba-27b800867898,Data Breach,Li Workstations,Physical more administration forward nor enough behind final. Car imagine newspaper range catch. For student near.,2021-01-05 02:01:19
543cf771-794b-41bb-b342-46969aecbd1b,Phishing Incident,Li Workstations,School none recently small head voice early box. Consumer beyond dark most exist occur.,2023-09-15 18:20:29
16c70a64-c797-4525-b09c-c83499785fe0,Ransomware Attack,Li Workstations,Ready score to against speech. Image say surface young find away run. Play one summer base amount wear. Without others fear term already what former.,2020-08-14 06:22:56
09101a1a-c5f5-4460-953d-bb23c554bc21,Ransomware Attack,Li Workstations,Thing which for price. Available strong make material. Use fact any some do something summer guy.,2022-03-12 02:43:24
a61215db-3426-449c-aded-dd4deaced7b0,Data Breach,Li Workstations,Young second easy eye mind fine. Power war sign discussion would nothing. Person western go true officer certain.,2020-09-25 05:59:18
01f3bbd7-a48c-4b78-9fe6-3cbf7cf8f9f1,Phishing Incident,Network Appliances,Accept week mission no receive field page myself. Without heavy five. Language hundred send world. Sea national what available.,2020-07-26 10:58:26
759efb42-bb25-4e63-aded-1d8de18e7ebf,Phishing Incident,Wi Servers,Improve cultural say arrive animal collection young. Side TV great compare course doctor. Father floor participant lay.,2022-01-09 02:36:30
4abdd153-d936-4ac7-9874-91836176e499,Phishing Incident,Wi Servers,To left of senior home but sure hit.,2020-10-11 03:44:25
152ee159-6776-41b4-bbef-5901a0fd7711,Data Breach,Wi Servers,History system adult clear keep red executive people.,2020-02-09 00:23:50
19b8f1cc-52df-404c-a0f8-3595ae491fb7,Phishing Incident,Li Workstations,Check important sort establish. She though pass understand.,2020-12-20 00:42:00
768135b3-7aea-499d-b31c-6bcde16f94cf,Phishing Incident,Network Appliances,Food message ago chance. Animal concern son loss determine start trial. Better central stop everything education peace chance fill.,2023-02-05 04:19:04
6bc622e8-efce-46a1-9ff8-ada6aafc2ac4,Ransomware Attack,Network Appliances,Nice sit vote within site room certainly. Development green thing book health. Report citizen dog become house.,2023-10-15 21:45:35
