,Transportation_Method,Storage_Facility_Type,Distribution_Network_Type,Food_Waste_Metrics,Crop_Type,Soil_Texture,Soil_Health_Index,Supply_Chain_Sustainability_Index
3197,Rail,Cold Storage,Global,1.1053893287756704,Maize,Silty clay loam,38.22969493312594,2.236688832105927
3198,Truck,Dry Storage,Regional,3.956498668546185, Millet,Loam,59.178846148225745,4.953065294522695
3199,Ship,Cold Storage,Local,2.2720388192571925,Maize,Silty clay,88.71961089850642,2.31882895710166
3200,Truck,Dry Storage,Global,4.185200743870654, Millet,Silty clay loam,73.61497233817633,9.114970732090821
3201,Truck,Cold Storage,Local,2.7269312953713967, Millet,Loam,81.57294417319963,8.251292668017538
3202,Truck,Dry Storage,Local,2.8119924033198553,Beans,Sandy loam,54.43728808147067,1.644507208805664
3203,Rail,Cold Storage,Global,3.051530410038295,Wheat,Silty clay,96.10783865070991,3.240223439205394
3204,Rail,Cold Storage,Local,3.8521258255004156, Millet,Sandy loam,79.648346564565,8.37164696150358
3205,Rail,Dry Storage,Regional,2.0940114633188283,Rice,Sandy clay,59.525917349917165,8.227415139038861
3206,Ship,Dry Storage,Global,1.4863493981341076,Rice,Loamy sand,59.85253601589385,9.509054951060099
3207,Truck,Cold Storage,Local,3.224229340765846,Wheat,Sandy clay,94.30789245603083,9.977929854556242
3208,Ship,Cold Storage,Regional,2.307910492970957, Millet,Sandy loam,70.34832854047743,9.786430569170097
3209,Rail,Dry Storage,Regional,2.7699652546721496,Wheat,Clay loam,79.44654469321293,4.691241871492974
3210,Ship,Cold Storage,Local,3.5877868333492215,Beans,Silty clay,59.192465715921955,3.25295599421829
3211,Truck,Dry Storage,Regional,2.9765029645650825,Rice,Clay loam,45.65849353352999,7.825691713843562
3212,Truck,Dry Storage,Global,3.4811152684033715,Maize,Loamy sand,80.6491504396093,3.6934560346962773
3213,Rail,Cold Storage,Local,3.1768000084545114,Rice,Silty clay,72.54766404989715,8.257603241181968
3214,Rail,Dry Storage,Regional,3.9591854877443966, Millet,Loamy sand,65.09400162973455,5.80559257358132
3215,Ship,Cold Storage,Regional,3.82374647084648,Wheat,Loamy sand,73.68146579961247,8.145345477114585
3216,Rail,Cold Storage,Local,3.136759567234477,Rice,Sandy clay,44.57999102449635,3.482918917453094
3217,Rail,Dry Storage,Local,3.7156120834388275,Maize,Sandy clay loam,85.57570945723694,5.5722458399843875
3218,Truck,Cold Storage,Local,4.4942384090904515,Maize,Silt,96.37139635142141,6.076214142419638
3219,Rail,Dry Storage,Local,2.7290851511526744,Wheat,Clayey,92.37722009173919,9.487972609481188
3220,Rail,Dry Storage,Global,2.6510522909951746,Wheat,Silty clay,52.5005021714912,3.3993781914737555
3221,Truck,Dry Storage,Local,4.05698248340952,Rice,Sand,58.42040412974531,9.430194153564052
3222,Truck,Cold Storage,Global,3.330215348167976, Millet,Loamy sand,86.58816098582929,8.243730239191443
3223,Ship,Dry Storage,Global,1.2840271208903542,Beans,Sand,71.65819915772227,7.5780464867802575
3224,Rail,Cold Storage,Local,4.568448062764325,Maize,Clayey,68.35401105736545,8.081832422666126
3225,Truck,Dry Storage,Global,1.1231324089505605,Wheat,Silty clay,94.86493772734116,6.448825412920513
3226,Ship,Dry Storage,Local,3.9935854248389724,Beans,Sandy clay loam,67.52174726839355,3.1967200941623726
3227,Ship,Dry Storage,Local,4.035176570817251,Beans,Silt,66.04570757111169,2.7054547195586744
3228,Rail,Cold Storage,Regional,4.812444341127722,Beans,Loamy sand,32.94130138864517,8.797072922653514
3229,Rail,Cold Storage,Local,1.216537633609283, Millet,Loamy sand,34.85918710130964,7.526254623362499
3230,Ship,Dry Storage,Regional,3.387427443137964,Wheat,Loamy sand,30.51942155164551,2.9188385448485414
3231,Truck,Dry Storage,Global,2.7113622825082118,Maize,Clay loam,93.92709580485436,6.535840292869614
3232,Ship,Cold Storage,Regional,2.322531819438168,Wheat,Sandy clay loam,58.58706620123904,5.027918332728015
3233,Rail,Cold Storage,Global,1.3612742411962921,Rice,Sand,62.79929632933888,2.427896529667845
3234,Truck,Cold Storage,Local,3.2506164786852367,Maize,Loam,89.17708633147234,5.7867139842144795
3235,Truck,Dry Storage,Global,2.9161629026984546,Wheat,Silty clay,72.64724172630446,3.533671832197755
3236,Ship,Cold Storage,Global,1.418217832604097,Maize,Loam,72.66511174734067,1.866197117418144
3237,Rail,Dry Storage,Local,3.4499580283883335,Rice,Sandy clay loam,50.75741005483687,5.202624686908697
3238,Ship,Cold Storage,Global,3.951812481011754,Maize,Loamy sand,88.37358617471634,6.3109769688420565
3239,Ship,Dry Storage,Local,4.069113204214593,Beans,Loam,41.60809832276456,1.4221576934303546
3240,Ship,Dry Storage,Regional,4.62149275304971, Millet,Sand,33.72047145210635,4.6188347446989715
3241,Truck,Dry Storage,Local,2.6378829675551088,Rice,Silty clay,43.41223502629726,3.3189572785301675
3242,Truck,Cold Storage,Local,4.812291074488548,Maize,Silty clay,48.74160531421953,1.2758553163650919
3243,Rail,Cold Storage,Global,4.461717620330744,Rice,Loam,49.76177404979447,2.1309629465035522
3244,Rail,Cold Storage,Regional,2.186006284095756,Beans,Silty clay,76.93595190331374,2.251307429365398
3245,Ship,Dry Storage,Local,1.637132149397834, Millet,Sand,45.24772111300504,2.6458682330617402
3246,Ship,Dry Storage,Regional,2.7415575845120537,Rice,Loamy sand,77.36608131464891,8.23039814294129
3247,Ship,Cold Storage,Regional,2.6075948318238664,Beans,Loamy sand,36.379252126365984,4.955426798303253
3248,Rail,Dry Storage,Global,3.302877221324817,Beans,Clayey,40.304172276853635,2.323773930433482
3249,Truck,Dry Storage,Local,3.333544929310992,Beans,Sandy clay,65.61750139436964,1.9026727023510033
3250,Truck,Dry Storage,Global,3.999947937519901,Maize,Clayey,94.53270618036498,3.681464128561352
3251,Ship,Cold Storage,Local,3.0395597928224407,Wheat,Sandy loam,90.16973121677798,8.18213966834007
3252,Ship,Dry Storage,Regional,1.4192905637630622,Rice,Clay loam,97.81274097099622,4.280138631456792
3253,Ship,Cold Storage,Local,4.433165342212424,Wheat,Silty clay,75.53353456947195,2.439076242645443
3254,Ship,Cold Storage,Local,2.2390583327407483,Beans,Silt,77.30704064912644,4.63704563391544
3255,Rail,Cold Storage,Regional,4.885189841226368,Wheat,Silt,73.75160992520443,5.997804015583517
3256,Truck,Cold Storage,Regional,1.4714404347190806,Beans,Silty clay loam,73.59732460007382,1.2662576527421248
3257,Ship,Cold Storage,Local,4.8330046889300124,Beans,Clay loam,40.298424154730924,6.648776212961558
3258,Rail,Dry Storage,Global,1.364047227530068, Millet,Loamy sand,68.06172693147501,4.555906777133104
3259,Ship,Cold Storage,Local,1.9241445517882378, Millet,Silt,57.0247553416208,1.0875328761807495
3260,Ship,Cold Storage,Regional,1.1863197683461664,Wheat,Sand,60.97760510441054,7.065004590517428
3261,Truck,Cold Storage,Global,3.8204525865559797,Rice,Silty clay loam,66.65204011414662,7.411488720063834
3262,Ship,Dry Storage,Regional,4.401194946287167,Wheat,Loam,38.987732026157616,6.659558097028145
3263,Truck,Dry Storage,Regional,2.7362843272639217,Rice,Loam,55.16414136964839,4.0773719583858
3264,Truck,Dry Storage,Global,4.714088300169719,Wheat,Silty clay loam,34.44146926136225,5.76644368659365
3265,Truck,Dry Storage,Regional,3.3611962870223984,Maize,Sandy loam,98.57676912956794,4.484419355200918
3266,Rail,Cold Storage,Regional,3.520028541786093,Maize,Silt loam,38.29696201740883,7.30559557143725
3267,Rail,Cold Storage,Regional,4.38167680680308,Rice,Sand,48.09673169814681,6.252221676103198
3268,Truck,Dry Storage,Regional,2.1872008202073556, Millet,Silt,92.3905048692378,1.736192024447048
3269,Ship,Dry Storage,Regional,2.417062885310503,Rice,Sandy loam,63.789703236739925,6.787842023970977
3270,Truck,Dry Storage,Regional,4.623807676778577,Wheat,Sand,39.49460410644412,7.185145729040213
3271,Ship,Dry Storage,Regional,4.603853984155055,Beans,Sandy clay,56.89613766275443,4.336319625532294
3272,Truck,Cold Storage,Regional,4.905931104803484,Maize,Silt,38.110759593397006,8.882072028637339
3273,Ship,Dry Storage,Regional,4.607353265766685,Beans,Clayey,44.015119795915126,8.587129193604664
3274,Rail,Dry Storage,Local,1.5094881441334436,Maize,Sandy clay,33.64208928648915,2.5764987150976406
3275,Ship,Dry Storage,Local,4.294897144547949,Wheat,Loamy sand,60.675924618436994,9.138396776372817
3276,Truck,Dry Storage,Regional,2.6393539124383762,Maize,Clay loam,86.46452852076818,4.967851343455697
3277,Rail,Dry Storage,Local,4.9632054237837515,Rice,Silty clay,71.01784250899269,7.51374687370864
3278,Ship,Dry Storage,Global,2.8891238573152043,Beans,Clayey,72.44417138392282,8.326873062705124
3279,Ship,Dry Storage,Local,3.2153443300088824,Beans,Loamy sand,44.040882105826824,5.546011789627209
3280,Ship,Cold Storage,Regional,3.119099661027194,Wheat,Loam,54.07256902766565,4.5919174543373416
3281,Ship,Cold Storage,Regional,2.286948119433111,Beans,Sandy loam,89.16694726885824,9.239062317535884
3282,Ship,Cold Storage,Local,1.3000883555716727,Wheat,Silty clay loam,36.149932902856015,3.077681976418809
3283,Rail,Cold Storage,Regional,4.582604921607674, Millet,Loamy sand,90.05514575679736,3.3127306994723003
3284,Rail,Cold Storage,Global,4.210703250105148,Rice,Sandy loam,63.85830183853499,4.2545828261209335
3285,Rail,Cold Storage,Global,1.558107122238677,Maize,Sandy clay loam,88.6003201927582,8.73519200173509
3286,Rail,Dry Storage,Regional,4.107073085400291,Maize,Loam,52.260449357608024,9.449094377917683
3287,Truck,Dry Storage,Global,3.50338666420244,Maize,Silt,53.719006610811455,2.9806094327937567
3288,Rail,Cold Storage,Global,2.636575151670489, Millet,Sandy loam,82.61234078262,8.77483132868121
3289,Ship,Dry Storage,Local,2.016084596382251,Rice,Sand,84.94973213745541,3.3238266352171237
3290,Ship,Cold Storage,Global,4.43891513400893,Beans,Silty clay,46.07512745931027,9.735771220748992
3291,Rail,Dry Storage,Local,3.800753037176212,Beans,Silt,98.10099273753339,6.376671027834241
3292,Ship,Dry Storage,Regional,3.1909596378765475,Rice,Loam,35.91430729713802,1.0637782070264414
3293,Rail,Dry Storage,Local,3.4382741355938564,Rice,Loamy sand,34.795207417149165,1.307169136640601
3294,Ship,Dry Storage,Regional,1.364264728328724,Maize,Sandy clay loam,71.6852950700272,2.3273607772423763
3295,Truck,Dry Storage,Regional,2.8956790436447677,Beans,Sandy clay,80.59185374401349,2.6881584203688105
3296,Truck,Dry Storage,Regional,1.774801171142808,Rice,Clayey,97.26202904574816,7.90857210543937
3297,Rail,Cold Storage,Regional,1.8335347160353015,Beans,Silt loam,58.34620465592031,3.004892887752549
3298,Rail,Cold Storage,Regional,3.645215849147467,Rice,Silt,31.770398629274318,9.722274580448738
3299,Rail,Dry Storage,Local,4.645024607337152,Wheat,Silt,72.20274376124848,6.7250085148264445
3300,Ship,Cold Storage,Regional,2.615026441913386,Maize,Silty clay loam,50.27872144191403,7.23265758328166
3301,Rail,Dry Storage,Global,1.8309970920487615,Rice,Clayey,60.306298483678155,2.960348673566868
3302,Truck,Cold Storage,Global,3.594987748946617, Millet,Loamy sand,64.19286375749547,9.034356826855763
3303,Ship,Dry Storage,Regional,4.484748185401271,Rice,Clayey,34.51588275166237,7.010331155379383
3304,Rail,Cold Storage,Global,3.9932752044899633,Wheat,Silt,64.0187249194872,8.779650619076776
3305,Ship,Dry Storage,Local,4.475028922146349, Millet,Silty clay loam,59.84237667630204,9.608329875081044
3306,Ship,Cold Storage,Local,3.1462186840431974, Millet,Clayey,79.87809857006152,2.130768793986368
3307,Rail,Dry Storage,Regional,4.0075049774767635,Rice,Loam,75.19661378486413,1.869285072420511
3308,Ship,Cold Storage,Regional,1.5602582374357459,Wheat,Clayey,42.965100270539274,8.23067043930672
3309,Truck,Dry Storage,Regional,2.393098461452766, Millet,Silty clay,44.42972427472779,8.795134531847532
3310,Truck,Dry Storage,Global,2.5581966579260897,Maize,Silt,47.57043251420613,6.253852787901871
3311,Ship,Dry Storage,Global,3.0451829849841383,Maize,Sandy clay loam,42.526530820802414,4.294004929754685
3312,Rail,Cold Storage,Local,4.716305441027295,Beans,Sand,76.0049239767927,6.873666724677014
3313,Ship,Cold Storage,Global,4.497186240888697,Beans,Silt loam,99.61011254401893,3.750976653332116
3314,Truck,Cold Storage,Local,1.5381019691567381,Wheat,Loam,75.64758383611556,3.1454712293812133
3315,Ship,Dry Storage,Global,1.6911586075298528, Millet,Sandy clay,72.46770823339038,5.393306885745389
3316,Ship,Cold Storage,Local,2.4305621983556454,Maize,Loamy sand,58.69495533457507,2.945384448457417
3317,Truck,Dry Storage,Regional,2.1629754635626957,Maize,Loamy sand,51.88061812018325,5.353332474836556
3318,Ship,Cold Storage,Global,3.459083812625049,Wheat,Loamy sand,93.77516298345354,9.609458549172148
3319,Ship,Cold Storage,Local,4.61110419105818, Millet,Sandy clay loam,97.8301311899507,8.558056320556513
3320,Rail,Cold Storage,Global,4.849166166690347,Wheat,Silty clay,64.77433229114095,9.474678275500201
3321,Rail,Cold Storage,Regional,3.614411810140906,Rice,Silty clay,50.31403468545902,8.256960773626227
3322,Truck,Dry Storage,Local,4.352636805604346,Maize,Loam,83.90855453688374,4.192758423516491
3323,Truck,Cold Storage,Global,3.1008088009231884,Wheat,Silt,39.271975360681495,8.308407146964033
3324,Truck,Cold Storage,Global,1.8333077874401589,Wheat,Sandy clay loam,83.5911766350577,9.306241691978926
3325,Rail,Dry Storage,Regional,3.0987536483739095,Rice,Silty clay loam,87.32638620179371,9.52332209053349
3326,Truck,Dry Storage,Regional,3.2203304057506044,Beans,Silty clay,38.743276123901715,7.148780656164973
3327,Truck,Cold Storage,Local,3.9698302568542263,Maize,Loamy sand,98.38030281575946,2.9022997943360185
3328,Truck,Cold Storage,Global,1.8795319588293964,Wheat,Sandy clay,98.98586032719349,1.3575623802822177
3329,Rail,Dry Storage,Global,2.473241528346927,Maize,Clayey,95.57036355291459,2.324802053441402
3330,Ship,Dry Storage,Regional,2.456109876858265,Beans,Silty clay loam,64.72243665843851,9.689922261045508
3331,Truck,Dry Storage,Regional,4.83775838296466,Wheat,Silty clay,47.22518995937799,5.158871417734925
3332,Ship,Cold Storage,Local,2.7757798413068757,Rice,Silt loam,70.7406496617339,8.694874133488518
3333,Truck,Cold Storage,Global,4.020375869192586,Maize,Silt,59.3953686930005,5.18539738202462
3334,Ship,Cold Storage,Global,4.003245525497756,Rice,Silt,44.4164051302038,6.947358251138555
3335,Rail,Dry Storage,Local,2.0621767392129655,Beans,Silty clay,59.65734867324933,1.2172669941010028
3336,Rail,Dry Storage,Local,3.2874787574869284,Beans,Sandy loam,76.47228849743134,3.248784484474301
3337,Truck,Dry Storage,Regional,4.577211573274592,Maize,Silty clay,34.963931755019374,4.926423520383303
3338,Ship,Cold Storage,Regional,2.9007908778277978,Beans,Silty clay,53.33926010122116,6.675679424387469
3339,Rail,Dry Storage,Local,4.780470029370184, Millet,Sandy clay,31.245642300897764,2.5436906924786067
3340,Truck,Cold Storage,Local,1.8578329172966463,Maize,Sandy clay loam,82.4646853823173,7.88096317843441
3341,Truck,Dry Storage,Global,1.296636423096123, Millet,Sandy clay loam,74.84838873316906,4.279642355226136
3342,Rail,Cold Storage,Local,4.565815492578997,Beans,Clay loam,34.38704942913761,8.35691742310496
3343,Rail,Cold Storage,Local,4.390724791848866,Maize,Silt loam,97.53162917213774,1.8817218135556057
3344,Truck,Dry Storage,Global,4.970359503735379, Millet,Loamy sand,31.58350899889705,7.117809289141347
3345,Ship,Cold Storage,Local,3.7175739524497042,Beans,Sandy loam,71.2972452533262,3.6399549988585918
3346,Ship,Dry Storage,Regional,4.746751706668598,Wheat,Silty clay loam,84.3457223259339,8.158448567103562
3347,Ship,Cold Storage,Regional,4.307796100336443,Wheat,Silt,85.1527419131306,4.619533843381696
3348,Truck,Dry Storage,Global,4.377705332480348,Rice,Clay loam,32.399959491524264,6.988146690372099
3349,Rail,Dry Storage,Local,3.276566281817073,Wheat,Clay loam,93.44905928483075,9.40874741772826
3350,Truck,Cold Storage,Regional,2.5294583916668434, Millet,Silt loam,94.29161703489855,1.1856396881238793
3351,Rail,Dry Storage,Regional,4.738232290173127,Wheat,Sand,69.29732612080609,1.1000510410093627
3352,Ship,Cold Storage,Regional,2.728468702463578,Maize,Silt,63.74582392210023,7.932513269590421
3353,Ship,Dry Storage,Regional,3.1552774689986762,Maize,Sandy clay loam,33.14072241438198,6.8175374635727035
3354,Rail,Dry Storage,Local,2.784457228500751,Maize,Silty clay loam,69.3367899756908,3.636817484539894
3355,Rail,Dry Storage,Local,3.2592732558407884,Wheat,Loamy sand,58.65653572391615,5.449570324968361
3356,Truck,Dry Storage,Local,2.8820203159693087,Wheat,Clayey,84.09644851860594,1.3774209903898187
3357,Ship,Cold Storage,Local,1.1918702343179035,Rice,Loamy sand,58.27184968202615,2.732010448251167
3358,Truck,Dry Storage,Regional,4.528192744030795,Beans,Sandy clay,77.85065833272968,4.820467370744508
3359,Truck,Dry Storage,Global,2.777575275663079,Rice,Sand,37.098570236627154,8.506399745993342
3360,Truck,Cold Storage,Global,3.355774594029395, Millet,Silt loam,39.306658953617685,5.317004645740763
3361,Ship,Cold Storage,Regional,1.5567512110319481,Maize,Loamy sand,39.77971334544108,6.277262540733808
3362,Truck,Cold Storage,Regional,1.0135513919305565,Wheat,Sandy loam,33.186784985982044,8.863784127944024
3363,Truck,Cold Storage,Global,1.9811603745745718,Beans,Loamy sand,67.89302014888627,3.7793702222996073
3364,Truck,Cold Storage,Global,3.818344128533401,Beans,Silty clay,85.57774082305451,7.3062938899185035
3365,Truck,Cold Storage,Regional,1.3967781204515144,Wheat,Loam,72.72878425855663,8.75500532810428
3366,Truck,Dry Storage,Regional,4.635549761545871,Rice,Silty clay,70.24684198869994,2.8235413062655907
3367,Truck,Cold Storage,Local,1.8600902774247383,Beans,Sandy loam,77.64367498819155,4.208303486330492
3368,Ship,Dry Storage,Local,1.8183744571671032,Rice,Silty clay loam,53.775172615041036,9.818291565004197
3369,Truck,Cold Storage,Global,1.726031846485982,Wheat,Sandy clay,55.33678501537602,9.848967083165899
3370,Rail,Dry Storage,Regional,1.055926851885459,Rice,Clayey,51.99890687546458,3.009069372645441
3371,Truck,Dry Storage,Global,4.087221873912938,Maize,Loamy sand,79.84762529975029,1.598012550033653
3372,Truck,Dry Storage,Local,4.500138124981034,Wheat,Sandy clay loam,41.314823496954205,3.438294501790476
3373,Ship,Cold Storage,Local,3.4566508104647955,Wheat,Silty clay,30.911769621904707,4.579587615733185
3374,Ship,Cold Storage,Global,1.7527999267194492,Beans,Sandy loam,71.73375127057446,4.969050408380474
3375,Rail,Cold Storage,Local,2.141111987763519,Beans,Sandy clay,95.96669553139438,6.569256765973813
3376,Rail,Cold Storage,Regional,2.903706789459853,Beans,Clay loam,72.65855418974132,9.095524841183918
3377,Ship,Dry Storage,Global,4.817383806493203,Maize,Loam,84.80451570586266,3.973132107164462
3378,Ship,Cold Storage,Regional,1.9894054872709712,Maize,Loam,77.09534966262211,8.649860819492876
3379,Truck,Dry Storage,Regional,3.926583615679552, Millet,Silty clay loam,64.82056574661114,1.8413102883396422
3380,Ship,Dry Storage,Local,2.7577928931716813,Wheat,Silty clay,80.28746812486922,1.3768722907589326
3381,Rail,Cold Storage,Regional,2.191389393440087,Beans,Sandy loam,87.68728866986552,5.536406648111151
3382,Truck,Cold Storage,Global,2.823663748088455,Wheat,Sandy clay loam,45.73121509201886,1.5369600099754441
3383,Rail,Cold Storage,Regional,1.2848268701649301,Rice,Sand,53.52913363382019,4.532408211108072
3384,Truck,Dry Storage,Regional,4.19474948372145,Maize,Sandy clay loam,45.66080127522987,9.071003051823109
3385,Ship,Cold Storage,Regional,1.9732077119318685, Millet,Sandy clay,61.652106891330874,3.17334732586726
3386,Rail,Dry Storage,Regional,3.9016484927718817,Rice,Silty clay,91.95451856416673,7.353781976124129
3387,Truck,Cold Storage,Regional,1.273393485792779,Wheat,Loamy sand,54.164497058473266,3.721288531510602
3388,Truck,Dry Storage,Local,4.820394224662744,Maize,Clayey,56.212682239138736,1.4042804971792204
3389,Ship,Cold Storage,Global,1.7720599416227945,Beans,Silt,90.22570642703522,6.010215232692785
3390,Ship,Cold Storage,Local,4.530968304828322,Rice,Silty clay loam,66.07620315212726,8.513681414830765
3391,Ship,Dry Storage,Global,4.237892838461738,Maize,Silt,67.48142997532041,4.685216035083575
3392,Rail,Cold Storage,Global,4.871439696325664,Wheat,Sandy loam,90.25608423325491,6.555644438122783
3393,Truck,Cold Storage,Global,2.9115626437829984,Wheat,Sand,64.33687159178312,9.100212378919533
3394,Ship,Cold Storage,Global,3.909589175383806,Rice,Clayey,77.70902742405767,8.107250614632889
3395,Rail,Cold Storage,Global,2.482842628151136,Rice,Clayey,35.99512661118425,2.7448875945353737
3396,Rail,Cold Storage,Regional,1.7374729520787753,Rice,Loam,42.50421991888197,7.600455634285052
3397,Rail,Cold Storage,Local,2.7723037317337953, Millet,Loam,58.306334050137195,5.517037226441368
3398,Ship,Cold Storage,Local,1.6629960615538195,Beans,Clay loam,64.63873474739124,7.713701270974762
3399,Ship,Dry Storage,Regional,4.928178491145536,Maize,Sandy clay,97.60135908653606,5.450639954699963
3400,Truck,Dry Storage,Global,1.3849859645628655,Wheat,Sandy clay,97.9456143133453,2.151623476974726
3401,Truck,Cold Storage,Local,3.3568468938104816,Wheat,Sandy clay loam,89.58379612351331,6.129185020203153
3402,Ship,Cold Storage,Regional,3.5058554210162236,Beans,Sandy clay,52.09191846999022,5.4292059315760595
3403,Rail,Cold Storage,Regional,3.152318171496217,Rice,Sandy clay loam,97.48198035827077,5.661295602772976
3404,Rail,Dry Storage,Local,3.6487435428473343,Rice,Sandy clay loam,78.25386052733488,8.910122082812833
3405,Rail,Dry Storage,Local,1.4647231000475638,Wheat,Clayey,57.50580894721803,9.053533420356263
3406,Truck,Cold Storage,Global,3.2200740968211643,Beans,Loamy sand,79.11724418893365,5.0818339608914656
3407,Rail,Dry Storage,Global,2.148850284509446,Wheat,Silty clay loam,31.15659108505686,5.101588371520795
3408,Truck,Cold Storage,Local,4.760704253204226,Rice,Silt,40.23082775919495,5.636682629853544
3409,Truck,Cold Storage,Global,4.048286613758902,Maize,Loamy sand,88.07799980894575,5.676303505008312
3410,Rail,Cold Storage,Regional,4.890057928638971,Rice,Sand,75.19015458112199,9.553484297612014
3411,Rail,Cold Storage,Global,1.1502242789607582,Maize,Silty clay,55.49362909043188,6.844604206397441
3412,Ship,Dry Storage,Global,2.1405327007228347, Millet,Sand,65.0466648155903,3.4971129539914956
3413,Ship,Dry Storage,Regional,1.781690346553396,Beans,Sand,93.35995047520369,5.783831172585909
3414,Rail,Cold Storage,Global,1.044618349247322, Millet,Loam,74.21046766353606,6.645012246171846
3415,Truck,Dry Storage,Regional,1.9693029209852857,Rice,Loam,57.87044987540312,6.757945489125681
3416,Truck,Dry Storage,Global,3.7151039340817156,Beans,Clayey,38.42286601782745,6.267288036143644
3417,Truck,Cold Storage,Local,1.9243556885382742,Rice,Silty clay loam,50.56227611378927,2.599625391593836
3418,Truck,Dry Storage,Global,3.036013781930473,Beans,Clayey,98.48381629576083,1.3023387017155672
3419,Truck,Cold Storage,Local,4.5512724598599945,Beans,Clayey,60.61541439962443,4.04058747130169
3420,Ship,Cold Storage,Local,3.775031681396301,Rice,Sand,63.02876246914026,4.847699391042282
3421,Rail,Cold Storage,Local,2.578516279624128,Rice,Sandy loam,64.90186226779107,1.5562381561847793
3422,Ship,Cold Storage,Local,2.489875755648433,Beans,Sandy loam,91.88728160637478,8.334706042178615
3423,Truck,Dry Storage,Local,2.822943256033939,Beans,Clay loam,72.2749799069717,4.096696937592464
3424,Truck,Cold Storage,Regional,1.7081657642396255,Rice,Loamy sand,78.55739255163455,9.222694715606542
3425,Truck,Dry Storage,Regional,3.5360030696639524,Rice,Silt,57.25894797843728,2.3896909705803866
3426,Truck,Cold Storage,Regional,2.456611276418422,Wheat,Silty clay,32.036133301228205,1.5124146124358209
3427,Rail,Cold Storage,Local,4.409461397048174,Wheat,Loam,95.16810399699911,5.340844939476896
3428,Truck,Dry Storage,Global,4.026210640231265,Wheat,Sandy clay,96.43893766414845,2.70216403143136
3429,Rail,Cold Storage,Regional,3.44205265636864, Millet,Silt,96.44071373436358,9.43659348020075
3430,Truck,Dry Storage,Global,2.4568088905980643,Beans,Silt loam,96.05809606527016,1.0927305860836505
3431,Rail,Dry Storage,Global,1.8397273266939376,Maize,Clayey,87.06693587486927,4.713577075531314
3432,Ship,Cold Storage,Local,4.1046074564224915, Millet,Silty clay loam,77.92172350814289,9.340729942106515
3433,Truck,Cold Storage,Local,2.945636395964346,Beans,Silty clay loam,89.11569427871,4.459763860567915
3434,Rail,Cold Storage,Local,1.89900015270943,Maize,Sand,72.03823673007253,1.8379835254041468
3435,Ship,Cold Storage,Regional,1.7806984601600249,Wheat,Sandy loam,39.40587297244166,3.726054485756084
3436,Truck,Cold Storage,Local,1.661603618005436,Maize,Sand,57.38527155289947,5.482093544509901
3437,Truck,Cold Storage,Regional,4.1086447848223795,Rice,Silt,97.99064383810563,2.666365186089998
3438,Truck,Dry Storage,Regional,1.9159487412012468,Rice,Clayey,54.57964695169594,5.199055346289357
3439,Rail,Dry Storage,Regional,3.10656905410079,Beans,Sandy loam,90.74795396119586,8.527088762072538
3440,Rail,Cold Storage,Regional,2.806185443892226, Millet,Sand,36.52480295424087,8.853561731769517
3441,Ship,Dry Storage,Local,3.3184435969131356,Wheat,Silt,53.392868966282876,1.443346612396589
3442,Rail,Dry Storage,Regional,4.508619601484777,Beans,Silt loam,54.56673273091657,2.4481302224731616
3443,Rail,Cold Storage,Local,4.470989560326922,Wheat,Clayey,33.61217801762861,3.4776112219012374
3444,Truck,Cold Storage,Local,2.8043042872994386,Rice,Clayey,38.33660311307285,6.353792657988416
3445,Truck,Dry Storage,Regional,1.0614650029388932, Millet,Clay loam,43.52156477852397,4.248952829132204
3446,Truck,Cold Storage,Local,2.7057752228572127, Millet,Loamy sand,88.6470913567079,8.596368221014679
3447,Truck,Dry Storage,Global,3.4247741496965616,Rice,Clay loam,34.43813929578645,7.450046814546439
3448,Truck,Cold Storage,Local,3.231059036392247,Maize,Clayey,50.909063094107104,1.904104208021574
3449,Truck,Dry Storage,Local,3.605344423200822, Millet,Silt loam,30.712250181248727,6.62101752260882
3450,Truck,Dry Storage,Regional,1.616302929892334,Maize,Clay loam,78.69394217821173,2.017113628122806
3451,Ship,Dry Storage,Regional,3.5861403951229303,Wheat,Clayey,73.42121630303659,3.2953210267281405
3452,Ship,Dry Storage,Local,1.730606474975089, Millet,Sandy clay,75.14875834371992,2.6008357018080526
3453,Ship,Cold Storage,Regional,4.002095922786996,Rice,Loam,56.20679493002331,2.5575575428063444
3454,Ship,Cold Storage,Global,2.35635045305072,Maize,Loam,44.57874748872983,6.547559722991733
3455,Truck,Dry Storage,Global,3.8395817335258142,Wheat,Sandy clay,80.42241493002234,6.072444302987454
3456,Ship,Dry Storage,Regional,1.1914623956244283,Wheat,Loam,86.77825109184866,2.584253375089542
3457,Truck,Cold Storage,Local,2.6314401023636536, Millet,Silty clay,39.70210486687412,9.911555248765886
3458,Ship,Cold Storage,Global,3.820138089053331, Millet,Silt,64.0780599556195,4.796530591314644
3459,Rail,Dry Storage,Global,1.9074820653259765,Beans,Loam,47.41009773852038,1.8736239533944297
3460,Ship,Dry Storage,Local,4.18114817918889,Beans,Silty clay loam,41.76748028442936,2.0851211525960363
3461,Ship,Dry Storage,Regional,3.523118932419728, Millet,Silty clay loam,81.40277194464994,6.255043423539353
3462,Truck,Dry Storage,Global,3.3502470885991933,Beans,Sandy loam,67.66678548309858,9.811624630451256
