,Sensor_Type,Satellite_Imagery_Index,IoT_Device_Type,Crop_Type,Crop_Rotation_Practice,Average_Temperature_Celsius,Rainfall_mm,Soil_PH,Yield_Monitoring
2400,Temperature,EVI,Weather Station,Corn,Yes,10.416904796154016,112.20352312486796,5.193976451149474,9.070173905552839
2401,Temperature,EVI,Soil Sensor,Soybean,No,22.57490451656142,68.61453141645235,6.0567527236840455,8.845651791209482
2402,Moisture,EVI,Soil Sensor,Soybean,Yes,22.593453037197747,112.98613215477013,5.625099202238346,5.598792240630007
2403,Nutrient,NDVI,Weather Station,Cotton,Yes,29.738274284364245,79.13493945433726,4.179265242683229,6.937699854425144
2404,Moisture,EVI,Weather Station,Corn,Yes,17.960863482081916,112.33392981849748,7.829966231483806,6.070267428048854
2405,Moisture,LAI,Weather Station,Cotton,No,16.638125697949935,107.65085419377915,7.811478081432335,1.6250304344896083
2406,Nutrient,EVI,Soil Sensor,Cotton,Yes,22.48849854368785,160.75874554040863,5.1174252929630395,6.362514072106502
2407,Nutrient,NDVI,Soil Sensor,Corn,No,26.512173450151877,166.1323337249538,6.926102461074326,1.122527325304908
2408,Temperature,EVI,Drone,Cotton,Yes,28.735478990460038,141.054298157682,6.314301645532895,3.9248866860137754
2409,Nutrient,EVI,Soil Sensor,Corn,No,26.06248332358077,53.40302632736713,4.949906780022497,9.390633182858503
2410,Temperature,LAI,Weather Station,Soybean,No,18.533479612316093,189.6533418606491,5.048686206966462,3.736407426722268
2411,Temperature,EVI,Soil Sensor,Corn,No,22.69828470624128,152.93499201446716,5.964612697241802,9.45843978379823
2412,Temperature,LAI,Drone,Corn,Yes,27.12598653432234,55.12931748817832,5.676947765989441,3.251205614343198
2413,Nutrient,LAI,Drone,Corn,Yes,19.81219376623479,172.82493488211767,5.164917312925057,3.8310601641537922
2414,Moisture,NDVI,Weather Station,Cotton,Yes,14.333732874107854,80.03992320769942,7.230046385220596,6.655667467946982
2415,Temperature,LAI,Weather Station,Corn,No,13.39446879495746,136.88317843566603,5.925851670549539,7.8546427551036535
2416,Moisture,LAI,Drone,Corn,Yes,10.003154891561135,119.99515549252807,6.619392249556512,5.512489912043956
2417,Moisture,NDVI,Drone,Corn,Yes,24.364759899625685,112.9758173532615,4.757094000671502,8.9390411847474
2418,Nutrient,LAI,Drone,Soybean,No,12.22194417691981,183.45705801865964,6.134030650065947,1.3621637944955731
2419,Moisture,NDVI,Weather Station,Corn,Yes,14.876781993918808,115.60419373439221,5.271904197786486,9.299753547709335
2420,Moisture,EVI,Drone,Cotton,Yes,15.957526630455867,61.30161763597261,6.105654441579513,2.7667701990586724
2421,Nutrient,NDVI,Drone,Corn,No,21.207597202735364,191.99580908224289,7.123303333643713,8.958148705761904
2422,Temperature,LAI,Weather Station,Corn,No,17.959145545915383,188.08028468594412,7.075652840365047,4.607768615377425
2423,Moisture,NDVI,Soil Sensor,Soybean,Yes,23.493479840463237,152.66490343723981,5.416882712137104,8.494813502839339
2424,Nutrient,LAI,Soil Sensor,Corn,No,11.112773186574055,120.18387921980374,6.7771084683185565,7.044989948233256
2425,Moisture,EVI,Drone,Cotton,Yes,12.478783885288788,63.92892094152819,7.7651598015771075,2.583474692304359
2426,Moisture,NDVI,Soil Sensor,Corn,Yes,19.984230070665333,168.61221778662144,6.502677319699625,9.262428128933037
2427,Temperature,EVI,Soil Sensor,Cotton,Yes,16.739295756936595,61.321687163604345,4.593640493530549,3.209656514396137
2428,Moisture,LAI,Soil Sensor,Soybean,Yes,15.916267255027194,60.29014773427185,6.718834517116381,3.1972610682549916
2429,Nutrient,LAI,Soil Sensor,Corn,Yes,11.340561580750455,130.60757636590523,4.419617545397245,8.327610069736425
2430,Moisture,EVI,Drone,Soybean,No,27.914383494960028,74.01923602769604,7.488441635172109,1.9528593001526893
2431,Temperature,NDVI,Soil Sensor,Corn,No,23.836371722501013,51.15954010105235,6.066641983207761,2.998323157334143
2432,Temperature,NDVI,Soil Sensor,Cotton,Yes,12.432363136392988,113.46701464936794,5.540562945246318,5.533098160789561
2433,Nutrient,LAI,Weather Station,Soybean,No,11.300919154742813,70.58258474150989,4.22802637859877,8.47429325817962
2434,Temperature,EVI,Drone,Corn,No,29.49745066862486,74.07731229210368,5.523134938368439,2.3273557726354075
2435,Moisture,EVI,Weather Station,Cotton,Yes,23.6234510087901,61.5365958103002,7.612826671663157,5.929014110611117
2436,Temperature,NDVI,Weather Station,Soybean,No,18.34912142187483,80.7640630585415,4.083931985145213,7.401165326226455
2437,Nutrient,NDVI,Drone,Corn,No,24.034620815115698,157.3226269661584,5.89859263112722,8.745357022443562
2438,Temperature,NDVI,Soil Sensor,Soybean,Yes,25.12663572960318,171.3390960826687,7.724632364442489,9.420090041819977
2439,Temperature,EVI,Weather Station,Corn,Yes,25.599244047775585,117.88004660439509,5.579363999060084,8.061759230220392
2440,Temperature,NDVI,Drone,Cotton,Yes,19.557546113061154,125.98307238221265,5.712702749848601,6.875455583998017
2441,Nutrient,NDVI,Soil Sensor,Cotton,Yes,18.59765516249696,54.89825518913039,6.31424022079648,4.902580767814893
2442,Temperature,LAI,Drone,Soybean,Yes,10.220561685378007,60.39743920569753,5.8517493343087335,2.008991387695777
2443,Temperature,NDVI,Weather Station,Soybean,Yes,28.53114230283676,88.63515884742753,4.674406764950209,7.387634732729691
2444,Moisture,NDVI,Soil Sensor,Corn,Yes,22.06615756777886,131.58476310697213,4.074222156279442,9.934635740279383
2445,Nutrient,EVI,Soil Sensor,Cotton,No,14.063078743799363,160.93267231024896,6.4392466319148065,7.630845352588899
2446,Temperature,EVI,Drone,Corn,Yes,28.392068388428733,140.75045920070494,7.683226348031249,1.1503998436395366
2447,Nutrient,LAI,Soil Sensor,Cotton,No,28.29863803540593,108.81917824801823,4.4254565321086625,5.466339802376549
2448,Temperature,NDVI,Weather Station,Soybean,No,29.783683287321917,67.74861095047072,4.8438108770110135,6.531819692346135
2449,Temperature,LAI,Weather Station,Corn,Yes,27.481131262779577,167.11598523307842,5.480917943299894,7.207067809925587
2450,Temperature,EVI,Weather Station,Corn,No,29.955687756401296,104.56790773985855,7.234968916084479,7.477532520406378
2451,Moisture,LAI,Drone,Cotton,No,14.893723762465452,160.40810217241844,5.07704126588391,6.022975970948716
2452,Moisture,EVI,Soil Sensor,Cotton,No,26.844991703984682,126.94682628715128,7.528217617115073,3.0102429946081624
2453,Moisture,LAI,Soil Sensor,Cotton,Yes,26.46056617591529,160.7993080342738,4.219831498600266,9.47980595328892
2454,Nutrient,LAI,Soil Sensor,Soybean,No,14.618807184414674,186.09343421788577,7.7638264850357395,7.269998208972957
2455,Nutrient,NDVI,Weather Station,Corn,No,11.968750980019816,188.1544274080703,6.2429883114950595,3.1315603318246854
2456,Moisture,LAI,Soil Sensor,Cotton,Yes,29.588410273551993,130.26601700009053,6.635110713950818,3.900896490432456
2457,Nutrient,NDVI,Weather Station,Soybean,No,15.920491030412208,126.72625471484581,5.470758090145413,9.297349035673328
2458,Temperature,NDVI,Soil Sensor,Cotton,No,27.41783580935612,89.85176982542558,7.127977142044241,8.987366680366023
2459,Temperature,NDVI,Weather Station,Corn,No,10.082543093492077,190.3699747293937,4.666265000337624,4.6463179452228065
2460,Temperature,NDVI,Soil Sensor,Cotton,No,10.420496144392043,118.68787507994314,4.195647301113948,1.344764997923059
2461,Moisture,LAI,Drone,Corn,No,19.317426173927366,69.13868589310657,5.582067772430229,1.4364763200454438
2462,Nutrient,EVI,Drone,Soybean,Yes,14.774293678701271,114.90573719398249,7.414782855924158,3.555264618265501
2463,Moisture,EVI,Weather Station,Soybean,No,23.796825668719286,69.05798753570059,7.019707346550779,6.662099974050995
2464,Nutrient,EVI,Weather Station,Cotton,Yes,21.311286511359086,125.37975263856126,6.068623881955832,6.257751718011057
2465,Temperature,LAI,Soil Sensor,Corn,No,11.54971594900983,134.19132722843182,6.288550988661414,6.704450082495485
2466,Moisture,NDVI,Soil Sensor,Corn,Yes,13.252565926314341,100.66336422403779,4.519571305195022,7.45554674738896
2467,Nutrient,EVI,Drone,Corn,Yes,17.760985401168284,60.7475921347227,7.362726034470329,1.1712902823346458
2468,Nutrient,LAI,Soil Sensor,Cotton,Yes,13.712081279108663,191.52553034498587,7.147838731856788,1.9457703565519857
2469,Temperature,NDVI,Weather Station,Corn,No,25.84444694487857,166.00296702251444,6.625881575547771,4.235351066444913
2470,Moisture,EVI,Weather Station,Corn,No,18.3214047110656,175.83216207576817,5.864764145315753,2.393739977694236
2471,Moisture,NDVI,Weather Station,Corn,No,11.868637336849986,105.03025914293441,7.85783707311805,1.6778803829009874
2472,Moisture,EVI,Weather Station,Corn,No,19.6868580454425,164.12465450291756,7.516127887505885,6.768679563975987
2473,Temperature,EVI,Weather Station,Cotton,No,11.816763621228283,122.80593427537913,6.577721974058474,8.338028297419893
2474,Moisture,EVI,Drone,Cotton,Yes,12.578746108396343,80.1625232609069,5.487203990869151,7.773639916908542
2475,Temperature,NDVI,Drone,Corn,Yes,14.792196640564105,68.663506536082,6.4720891147260495,8.353358007482612
2476,Temperature,LAI,Weather Station,Corn,Yes,27.190554104949797,101.75763039830852,6.301763706122662,6.992708896520895
2477,Temperature,NDVI,Soil Sensor,Soybean,No,28.49225064665944,70.63281672127096,5.5769679513396655,7.61810789632782
2478,Nutrient,EVI,Weather Station,Soybean,No,26.52515458664138,199.7403464306103,5.226695886752305,3.446008967874712
2479,Moisture,NDVI,Drone,Corn,Yes,16.681544348356944,57.37834853480331,5.62804316894929,9.937072326557479
2480,Moisture,LAI,Weather Station,Corn,No,15.448928822176633,116.17153990536148,6.295645624133591,2.648490890444984
2481,Temperature,NDVI,Drone,Soybean,No,20.983113815804785,117.81402835855762,5.712539378844378,2.9304448695044423
2482,Temperature,LAI,Drone,Soybean,Yes,24.437063210662245,95.09478928725133,5.054297952805536,3.6002964863426214
2483,Moisture,LAI,Weather Station,Corn,Yes,29.867455763203495,135.7027348560418,7.043853271043234,9.77799187095921
2484,Temperature,NDVI,Weather Station,Cotton,No,12.631414237578525,72.49655362273171,6.125869983829652,9.894597304185154
2485,Moisture,EVI,Soil Sensor,Cotton,No,10.985839980476088,167.58685708808505,4.2707006529024,8.154043747358479
2486,Nutrient,LAI,Drone,Corn,Yes,23.88711777990542,99.86715773714575,5.473266022504502,6.661518387036703
2487,Temperature,NDVI,Soil Sensor,Corn,No,26.64451567007811,138.70138846979626,7.539653828847975,5.68056317666152
2488,Moisture,LAI,Weather Station,Soybean,Yes,26.926975597328465,157.3458854100439,7.020946124799808,9.73558761118161
2489,Temperature,EVI,Drone,Soybean,Yes,23.569270981543212,183.35631765352417,5.292987135776029,7.260605225724228
2490,Moisture,NDVI,Soil Sensor,Cotton,Yes,29.080316082383742,175.36811546783002,7.752732608178036,9.502571154934271
2491,Moisture,NDVI,Soil Sensor,Corn,No,20.22009527089174,141.24635421553393,4.306411633432841,3.848957195298615
2492,Temperature,NDVI,Soil Sensor,Soybean,Yes,28.27629596672425,108.25897705758304,7.844938815568756,4.003973130426091
2493,Nutrient,EVI,Weather Station,Cotton,Yes,29.35624273983046,125.48070051124459,4.982820369938702,8.69252134706592
2494,Moisture,LAI,Weather Station,Cotton,No,26.943149140062154,165.31021900682038,4.0363767212096775,2.3486942852676496
2495,Moisture,NDVI,Weather Station,Cotton,Yes,16.195171265172412,181.63183138392097,5.735232146073307,9.513350751664682
2496,Moisture,LAI,Drone,Soybean,No,13.924313023405904,65.56728922650078,5.435881718748035,5.567269191970667
2497,Nutrient,LAI,Weather Station,Soybean,No,20.96240129963637,107.72843937395803,6.156356020827175,9.33772490725328
2498,Nutrient,EVI,Drone,Corn,No,19.06029500760377,166.41748976202507,7.187091442279382,4.031135098532317
2499,Temperature,NDVI,Soil Sensor,Corn,Yes,27.55516684385466,114.74776438909414,7.369723208601789,7.443630137254573
2500,Nutrient,LAI,Soil Sensor,Cotton,Yes,12.000633421343075,99.83416460994258,5.604919998446768,5.345876097754207
2501,Temperature,NDVI,Weather Station,Cotton,No,15.154801226230372,111.69840452349044,5.7193829748254,6.641232672209258
2502,Temperature,NDVI,Soil Sensor,Soybean,No,25.03597889037417,140.42671201795264,4.592710921317895,5.5393524382523704
2503,Nutrient,EVI,Weather Station,Soybean,No,11.899732899546242,199.97077162007022,4.190190435524654,9.704040556342253
2504,Temperature,NDVI,Drone,Corn,Yes,16.415288280434005,123.94886436567977,6.564859960940099,7.228948580325255
2505,Nutrient,NDVI,Soil Sensor,Corn,No,17.743107881079663,81.27417124313908,4.257750502210769,3.261870717636839
2506,Temperature,LAI,Weather Station,Corn,No,22.4518759312538,74.42698629186421,6.935320477685824,9.18709229714576
2507,Nutrient,EVI,Soil Sensor,Soybean,No,13.16265291438729,56.352462121462146,6.15636058008899,3.646267643395939
2508,Nutrient,NDVI,Soil Sensor,Cotton,Yes,27.21208980699419,133.82258523774823,4.794331912904333,4.344445893707706
2509,Temperature,LAI,Weather Station,Corn,No,18.950844709325487,131.68581372332514,6.1580917740505985,1.9191132821819203
2510,Moisture,EVI,Soil Sensor,Corn,Yes,28.34043423761113,80.78508901704637,4.731990866408395,9.099698678165717
2511,Temperature,EVI,Soil Sensor,Soybean,Yes,19.35739827267863,154.29941096788505,5.7549488300416485,3.575008209050767
2512,Nutrient,LAI,Soil Sensor,Corn,No,15.500805178814668,161.16605624445214,7.198241264968916,3.330258561382441
2513,Moisture,LAI,Soil Sensor,Cotton,No,12.836576573753497,88.86473080731669,5.84767717364255,9.282363381954585
2514,Temperature,LAI,Drone,Soybean,No,10.074901894225697,101.61496460446048,4.594797273190193,8.2497417616453
2515,Temperature,LAI,Soil Sensor,Corn,Yes,20.643149699696714,198.5707508520885,6.8953147272917805,2.2697102936743696
2516,Temperature,LAI,Soil Sensor,Corn,Yes,12.143133938538469,106.13967017761013,4.747073665080036,7.923920535133126
2517,Moisture,NDVI,Weather Station,Soybean,Yes,17.834555272623565,164.12025076341527,6.954199497480438,9.217297882484116
2518,Nutrient,NDVI,Drone,Soybean,No,21.785435224741732,117.908813994491,5.917409156863333,1.7066009638966952
2519,Temperature,EVI,Weather Station,Corn,Yes,15.513717938054006,169.00172417914638,5.814967036377206,8.426934954141156
2520,Temperature,NDVI,Weather Station,Cotton,No,13.504485847322306,165.3534858173972,7.4057401514298995,5.926780466857504
2521,Temperature,NDVI,Weather Station,Soybean,No,25.49443245218683,150.16340377978034,6.834414097362675,7.022777044409206
2522,Temperature,NDVI,Drone,Cotton,No,28.935823445632412,178.2167519443369,4.131643187819757,5.435689050144433
2523,Temperature,LAI,Weather Station,Corn,Yes,12.008808357239321,190.88277423165277,5.184697258406409,7.280227764147508
2524,Nutrient,EVI,Weather Station,Cotton,Yes,13.111806487700157,136.9974980678126,7.483682643399595,1.3068807550007788
2525,Nutrient,EVI,Weather Station,Corn,Yes,29.200253145054372,85.62033608341186,4.073304674180795,7.864360509009553
2526,Temperature,EVI,Soil Sensor,Corn,No,10.755684436244925,109.79434424661125,6.181013785047881,1.3000932807306258
2527,Moisture,EVI,Weather Station,Corn,Yes,29.552646731009446,163.74585702699397,6.911302676695776,5.097698629726091
2528,Nutrient,NDVI,Drone,Corn,Yes,10.092889661699775,147.63252276858043,6.487424341938303,2.358684938172654
2529,Moisture,NDVI,Drone,Cotton,No,27.473373113026625,76.66975078478731,7.042128808417745,8.412168496161765
2530,Nutrient,LAI,Soil Sensor,Corn,No,16.14650361975499,57.6859311719637,6.902767395658984,3.822948182581017
2531,Temperature,EVI,Drone,Corn,Yes,28.77177716354593,152.44423903130973,6.768122780612453,5.0868419014389925
2532,Nutrient,NDVI,Drone,Cotton,No,16.33890577271171,87.6618536044018,7.2861594437026085,4.858756671684804
2533,Temperature,NDVI,Soil Sensor,Soybean,Yes,23.08612643068112,124.95053655935801,6.582762673798154,7.952517691162359
2534,Nutrient,LAI,Weather Station,Cotton,No,11.600651395318733,162.01201587688914,5.609673977027928,5.3302992381637795
2535,Temperature,LAI,Soil Sensor,Cotton,No,14.84659622907478,134.40001709844995,5.88763643965835,8.100625015093115
2536,Temperature,LAI,Weather Station,Cotton,Yes,25.473586929585014,62.49538746676946,6.866899130725802,1.6615744912240773
2537,Temperature,NDVI,Weather Station,Corn,No,20.573717073576393,77.83703551753331,7.505224118667176,2.724345711126956
2538,Temperature,NDVI,Drone,Corn,No,28.559381235740894,82.89922760463787,5.088875203359103,5.963808246817246
2539,Moisture,LAI,Soil Sensor,Corn,No,18.575028166827085,88.67963804672672,5.3683071838842835,9.523794922774256
2540,Temperature,EVI,Drone,Soybean,Yes,27.396247316278462,134.81050879257566,7.722957585449651,1.6728206204960228
2541,Moisture,LAI,Drone,Corn,No,18.97910874956475,125.59486697380902,6.314047169637782,1.3877579454117788
2542,Moisture,LAI,Weather Station,Soybean,No,29.584965574039707,80.47400575463134,4.715847268540005,2.408956074350701
2543,Temperature,LAI,Drone,Corn,Yes,29.196687627977536,60.13322651835306,6.6547805556495305,6.7703781597414086
2544,Moisture,LAI,Soil Sensor,Cotton,Yes,16.582734111121606,75.71483067120771,7.963048622157519,4.590936250032224
2545,Nutrient,NDVI,Drone,Corn,No,27.718473408336063,197.6571968927905,7.2938142578816,8.429971414759176
2546,Temperature,EVI,Drone,Soybean,No,26.952227484312985,120.28204246872085,6.982964546205611,1.6473983633322922
2547,Moisture,LAI,Weather Station,Soybean,No,14.213607946551257,180.10182570531688,4.8321866170650765,2.7677267813323096
2548,Temperature,EVI,Soil Sensor,Corn,Yes,22.485808015665395,177.31287000032648,7.504559138736029,3.700237649184061
2549,Temperature,EVI,Drone,Cotton,No,11.453646311796298,126.72793361943106,6.103155374142186,6.640570780199067
2550,Temperature,EVI,Weather Station,Corn,Yes,26.73421441166923,156.00315626908153,7.557160088287823,7.166554212713925
2551,Moisture,LAI,Drone,Corn,Yes,13.49091767006993,78.91280156190685,5.319311317699517,2.1178296456739645
2552,Nutrient,NDVI,Soil Sensor,Corn,No,11.41629402771529,153.25950573903623,4.248204210541731,9.494242380925655
2553,Nutrient,LAI,Drone,Cotton,No,18.004381910776225,90.85768688949344,5.903903874638985,4.069397216711883
2554,Moisture,EVI,Drone,Soybean,Yes,21.53844277199287,174.80931451312262,5.079350419271511,7.418518867002548
2555,Temperature,EVI,Weather Station,Cotton,No,27.09833917119542,62.55861996633649,6.860917159105193,5.717869470529289
2556,Moisture,NDVI,Drone,Soybean,No,29.48485051043473,165.97080093279163,7.82842621142413,3.0048230219239596
2557,Moisture,LAI,Weather Station,Soybean,Yes,18.789850251397272,64.99053598529292,6.763896604606256,8.616054908038699
2558,Moisture,EVI,Soil Sensor,Soybean,No,11.208938459705404,182.17838553414634,7.5477357188368135,8.364142253727369
2559,Temperature,NDVI,Drone,Cotton,Yes,24.98231158051741,95.63067772025056,5.812096054404826,4.564646685250211
2560,Moisture,EVI,Soil Sensor,Corn,No,21.30346512447875,148.15900472458623,7.086562948781207,6.297468271244699
2561,Temperature,NDVI,Soil Sensor,Corn,Yes,18.957826896889262,123.12534179304197,7.372173746686814,3.3204312634234574
2562,Moisture,NDVI,Drone,Corn,Yes,16.185377575843795,104.94547178935085,6.84350251033417,7.208664658716713
2563,Nutrient,LAI,Weather Station,Corn,No,20.047970556870712,146.81627497752447,6.0311091442782585,3.781241313583883
2564,Moisture,EVI,Soil Sensor,Corn,Yes,16.77359208914062,192.12844708268568,6.503464438461473,8.596708609440114
2565,Moisture,LAI,Soil Sensor,Cotton,Yes,25.140237354947207,56.19046210619328,6.802027982715521,2.9564659384954686
2566,Nutrient,EVI,Drone,Cotton,No,20.87787392985282,187.82792838246564,5.012337612885707,1.1332308053661773
2567,Temperature,LAI,Drone,Cotton,No,27.536955483082238,141.36224825315202,7.238317043659939,3.416572377711266
2568,Temperature,EVI,Drone,Cotton,No,20.87087829298884,171.09714511535785,7.801298155869093,2.7194723781353805
2569,Moisture,LAI,Drone,Cotton,Yes,14.7652482667986,107.58124301514164,5.8609572607197435,5.574577957524318
2570,Nutrient,NDVI,Drone,Cotton,Yes,27.02183764464289,120.77644622564206,6.8042687324395095,2.8333296249091866
2571,Temperature,EVI,Drone,Cotton,Yes,21.14438089860088,180.3276127701746,6.9481036231614155,7.868708836475452
2572,Moisture,EVI,Weather Station,Corn,No,14.136820762871224,112.22719547147346,6.648990190085922,3.1723357420360356
2573,Nutrient,NDVI,Soil Sensor,Soybean,Yes,22.470156199124443,130.19893501236277,6.1884604333145425,7.362713619213901
2574,Temperature,LAI,Weather Station,Cotton,Yes,17.15433529884855,53.029238462649936,7.526591818299242,6.206238307123517
2575,Temperature,EVI,Weather Station,Soybean,No,26.888112245841317,73.78970087570634,5.795706837075578,9.876248708246958
2576,Nutrient,EVI,Drone,Cotton,Yes,19.065994772930857,146.25297619621995,4.244411825946415,9.999108793083085
2577,Nutrient,LAI,Soil Sensor,Cotton,No,24.528827162148335,157.54653515958157,7.378225502848641,8.82573474985597
2578,Nutrient,NDVI,Weather Station,Corn,No,11.910724152724743,137.39014051767492,6.695925089266202,7.83985032368876
2579,Nutrient,LAI,Drone,Soybean,No,17.920486926046923,71.4965054413416,7.397034505998587,4.478107726005163
2580,Moisture,LAI,Drone,Corn,Yes,29.664828729447976,116.81081428667522,4.554189769778777,7.779490544181732
2581,Nutrient,LAI,Soil Sensor,Corn,Yes,26.169205789542968,103.26421495447848,4.123011762038866,9.610079833715416
2582,Temperature,EVI,Weather Station,Soybean,Yes,13.198816047338573,124.34920160526325,7.737498161530006,1.2103981785589975
2583,Temperature,NDVI,Weather Station,Corn,No,15.555280989545102,180.54935518311413,4.590913223402297,5.841232301779649
2584,Moisture,NDVI,Weather Station,Cotton,No,16.59631617712722,166.3792157987978,7.238609328281807,2.9619847394959113
2585,Temperature,LAI,Drone,Cotton,No,23.007311209908913,62.59842520837384,7.292839768722543,6.020886842819654
2586,Temperature,EVI,Soil Sensor,Cotton,Yes,25.139895189793112,183.54637966618463,6.8348208021960115,5.198023807830021
2587,Nutrient,LAI,Soil Sensor,Cotton,Yes,24.990532176158197,120.76507267247354,4.525048844371484,6.18191723397056
2588,Temperature,EVI,Weather Station,Cotton,Yes,20.197481126128057,161.57932173289976,6.66959449824323,5.958659992768518
2589,Moisture,EVI,Drone,Corn,Yes,26.216410756763025,71.00588468965282,7.556346333307463,9.640963352517058
2590,Nutrient,EVI,Weather Station,Corn,Yes,18.741561655149503,150.6079288560572,5.702126579203533,5.969674980412624
2591,Nutrient,EVI,Soil Sensor,Cotton,No,12.477611305911239,85.4489026414187,5.654067417514396,8.616088793123804
2592,Moisture,NDVI,Drone,Cotton,Yes,21.288836833076267,115.75713457113973,5.771433238317677,3.8783825812076187
2593,Nutrient,EVI,Weather Station,Corn,No,29.046027692022133,52.52943051231566,4.329087562704826,4.94290619911944
2594,Nutrient,EVI,Weather Station,Soybean,No,25.859873027850227,72.7415956895714,7.568102276119894,5.2337212844032885
2595,Moisture,LAI,Drone,Corn,Yes,21.57401295384485,63.81207396854296,7.4767314559220415,3.5085523900184175
2596,Nutrient,LAI,Soil Sensor,Corn,No,22.936113206981936,85.96162594073877,7.991637287161145,4.418112353301597
2597,Moisture,NDVI,Drone,Corn,Yes,28.611240540711453,65.00271350364834,6.340732565993654,6.386617715200977
2598,Moisture,LAI,Weather Station,Corn,Yes,18.56685588869921,153.78650399293429,7.004766545805543,6.221689869740791
2599,Temperature,EVI,Weather Station,Corn,No,16.627882778852747,54.355985331382904,4.810687625229219,6.7279181011613245
2600,Temperature,LAI,Weather Station,Soybean,Yes,29.54483130000898,142.6610750937497,6.670115272896679,4.16636123878127
2601,Nutrient,NDVI,Weather Station,Cotton,Yes,27.26886267020667,71.10617462383614,6.598931395029563,3.8424834563775137
2602,Nutrient,LAI,Soil Sensor,Cotton,No,16.46087169237205,191.77421857668455,7.60483494336645,6.5045609447874675
2603,Moisture,LAI,Soil Sensor,Soybean,No,19.275611947218458,189.96411096647813,7.3231708913562965,2.1957557358477247
2604,Nutrient,NDVI,Weather Station,Cotton,No,18.30156258015598,83.8254653781444,7.753865850471053,3.27728389178926
2605,Moisture,NDVI,Soil Sensor,Cotton,No,12.981913573428677,142.16319473345442,7.47533389080643,1.379149632576957
2606,Moisture,EVI,Soil Sensor,Cotton,No,29.156386476265183,54.200797920868766,7.474775579595407,1.653497673364721
2607,Nutrient,LAI,Soil Sensor,Soybean,No,18.086248624395175,189.76828145767612,4.254893306754873,3.19044951334548
2608,Moisture,EVI,Weather Station,Soybean,Yes,27.50658165275816,128.44809622875647,7.3838478107838235,1.1757635226722711
2609,Temperature,LAI,Drone,Cotton,Yes,13.787124553613301,56.48347271266685,6.4299135780124725,3.2086953287871536
2610,Nutrient,LAI,Drone,Cotton,Yes,20.957416212744395,101.3749989512206,5.521777807063845,6.894786907558235
2611,Temperature,EVI,Drone,Cotton,No,10.479227702485396,61.52741927918513,4.226058497552249,1.5499637062203973
2612,Nutrient,LAI,Weather Station,Corn,Yes,25.28440967684617,108.94166590600398,6.710695099072186,4.9306301001517685
2613,Moisture,LAI,Soil Sensor,Corn,No,21.618277964925568,150.48895132419847,5.312807002150469,9.217979082275946
2614,Nutrient,LAI,Soil Sensor,Corn,Yes,22.511791669395052,120.48348620621594,5.871105059944139,8.121563460328609
2615,Temperature,NDVI,Weather Station,Soybean,No,11.034417651093069,107.55832620791817,6.726913748220538,3.748937520653715
2616,Moisture,EVI,Weather Station,Cotton,Yes,14.220766604172308,67.87355683106972,7.647098188096571,9.323249312724823
2617,Nutrient,NDVI,Drone,Soybean,No,11.486617447071604,86.74085685404845,7.301747662419993,3.9668184707295238
2618,Nutrient,EVI,Drone,Soybean,No,15.778286316076235,65.02149316075267,5.8023885164144,1.6526394670380624
2619,Nutrient,EVI,Weather Station,Soybean,No,22.54878015364302,171.1248097484991,5.551132629785515,9.946503610913021
2620,Temperature,LAI,Drone,Cotton,No,21.323719686347502,70.28597419770838,4.95911895537619,8.830202744702547
2621,Temperature,EVI,Soil Sensor,Corn,Yes,22.242996432267805,139.30600498233403,5.489707004703873,5.193395049709831
2622,Nutrient,NDVI,Weather Station,Cotton,Yes,20.985025427557886,101.41106203832689,4.444185549167593,6.997388717731635
2623,Moisture,NDVI,Weather Station,Cotton,No,15.460575913517188,83.89675769827753,7.884422033459018,7.041052700710031
2624,Moisture,NDVI,Soil Sensor,Soybean,No,14.890149946888505,145.92026592381558,6.2956697758383156,2.750340076574143
2625,Temperature,EVI,Soil Sensor,Soybean,No,12.741193670731626,118.5503464065411,4.511223371180852,2.800437698382691
2626,Moisture,NDVI,Soil Sensor,Soybean,Yes,26.981417498069842,110.02182009268387,5.411224037063623,5.226226330166432
2627,Temperature,EVI,Drone,Corn,No,22.32958717082489,138.92780073383324,6.188156574482624,9.204158261239282
2628,Nutrient,NDVI,Weather Station,Corn,No,13.730220250081196,123.69014427350011,6.1315425465634785,1.089943973727137
2629,Temperature,NDVI,Drone,Corn,Yes,13.544187596424791,95.52263128273412,4.142013474874529,8.042550723544235
2630,Temperature,EVI,Soil Sensor,Cotton,No,27.460712030522735,133.85919316478777,7.8033641369164455,1.5177410534318874
2631,Nutrient,NDVI,Drone,Soybean,No,24.854617275266385,150.4247864826042,5.1015027258997785,5.3039990339480605
2632,Moisture,LAI,Soil Sensor,Cotton,Yes,23.187981598107427,54.00397378802814,4.064738675727565,6.740855497661288
2633,Temperature,EVI,Drone,Corn,No,18.137282150785996,119.8807593361513,4.30577603580113,7.1808334037421835
2634,Temperature,EVI,Drone,Soybean,No,15.239511285570352,58.65249268753156,6.320779612991908,1.5263133725432025
2635,Nutrient,EVI,Soil Sensor,Corn,Yes,29.589015262256474,77.96081211021666,4.5511420827003874,4.767432556455714
2636,Moisture,LAI,Drone,Soybean,No,25.944791500456006,134.07631011169596,4.166899171414013,6.254535344520922
